,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
3175,32,Male,white,Montpelier,VT,No known charges,Allegedly Armed,gun,foot,2018
4582,37,Male,white,Belleville,MI,No known charges,Allegedly Armed,gun,other,2016
4545,31,Male,white,Denham Springs,LA,No known charges,Allegedly Armed,gun,not fleeing,2016
4546,22,Male,white,Morehead,KY,No known charges,Allegedly Armed,gun,not fleeing,2016
3195,25,Male,white,Church Hill,TN,No known charges,Allegedly Armed,gun,not fleeing,2018
4548,30,Male,white,Concord,CA,No known charges,Allegedly Armed,knife,not fleeing,2016
4550,26,Male,white,Westlake,OH,No known charges,Vehicle,vehicle,car,2016
4554,40,Male,white,Scottsdale,AZ,No known charges,Allegedly Armed,gun,car,2016
3190,44,Male,white,Lexington,SC,No known charges,Allegedly Armed,gun,car,2018
4557,62,Male,white,Fort Wayne,IN,No known charges,Allegedly Armed,knife,not fleeing,2016
4558,53,Female,white,Modesto,CA,No known charges,Allegedly Armed,knife,not fleeing,2016
4559,39,Male,white,Wetumka,OK,No known charges,Vehicle,vehicle,not fleeing,2016
3188,31,Male,white,Spring Creek,NV,No known charges,Allegedly Armed,gun,not fleeing,2018
4561,36,Male,white,Fort Wayne,IN,No known charges,Allegedly Armed,knife,not fleeing,2016
3187,39,Male,white,Franklin,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
4617,46,Male,white,Hollister,MO,No known charges,Allegedly Armed,gun,not fleeing,2016
4563,49,Male,white,Benton,AR,No known charges,Unarmed,toy weapon,not fleeing,2016
4565,46,Male,white,Houston,TX,No known charges,Allegedly Armed,metal object,not fleeing,2016
4566,28,Male,white,Boulder,CO,No known charges,Allegedly Armed,machete,not fleeing,2016
4567,35,Male,white,Moncks Corner,SC,No known charges,Vehicle,vehicle,car,2016
4569,66,Male,white,Burbank,CA,No known charges,Unarmed,no object,not fleeing,2016
4570,51,Male,white,Hessel,MI,No known charges,Allegedly Armed,gun,not fleeing,2016
4571,26,Male,white,Springdale,AR,No known charges,Allegedly Armed,gun,not fleeing,2016
3184,42,Male,white,Huntersville,NC,No known charges,Unclear,undetermined,not fleeing,2018
4573,49,Male,white,Ventnor,NJ,No known charges,Allegedly Armed,gun,not fleeing,2016
4574,57,Male,white,Lynn,MA,No known charges,Allegedly Armed,gun,not fleeing,2016
3183,54,Male,white,Sherwood,OR,No known charges,Allegedly Armed,gun,car,2018
3181,36,Male,white,Cave Junction,OR,No known charges,Allegedly Armed,gun,not fleeing,2018
4578,28,Male,white,Hometown,WV,No known charges,Allegedly Armed,gun,foot,2016
3176,27,Male,white,Denver,CO,No known charges,Unarmed,no object,not fleeing,2018
4564,42,Male,white,Killen,AL,No known charges,Allegedly Armed,gun,not fleeing,2016
4620,29,Male,white,Owensboro,KY,No known charges,Allegedly Armed,knife,not fleeing,2016
3154,40,Male,white,Tulsa,OK,No known charges,Allegedly Armed,gun,car,2018
4622,34,Male,white,Austin,TX,No known charges,Allegedly Armed,gun,foot,2016
4662,38,Male,white,Verona,MO,No known charges,Vehicle,vehicle,car,2016
4664,59,Male,white,Harker Heights,TX,No known charges,Allegedly Armed,gun,other,2016
4665,36,Male,white,Weatherford,TX,No known charges,Allegedly Armed,knife,not fleeing,2016
4666,36,Male,white,Graham,WA,No known charges,Allegedly Armed,chain saw,not fleeing,2016
4667,35,Female,white,Kingman,AZ,No known charges,Allegedly Armed,gun,not fleeing,2016
4668,28,Male,white,Fairbanks,AK,No known charges,Allegedly Armed,gun,foot,2016
4670,56,Male,white,San Bernardino,CA,No known charges,Allegedly Armed,knife,not fleeing,2016
4671,37,Male,white,Eagan,MN,No known charges,Allegedly Armed,gun,not fleeing,2016
4672,82,Male,white,Morgantown,WV,No known charges,Allegedly Armed,gun,not fleeing,2016
3119,32,Male,white,Louisville,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
3117,56,Male,white,Oklahoma City,OK,No known charges,Allegedly Armed,gun,not fleeing,2018
3116,35,Male,white,Piketon,OH,No known charges,Unclear,undetermined,foot,2018
4676,41,Male,white,Las Vegas,NV,No known charges,Allegedly Armed,gun,foot,2016
4661,21,Male,white,Denver,CO,No known charges,Unarmed,no object,foot,2016
3114,28,Male,white,Clayton,GA,No known charges,Allegedly Armed,knife,other,2018
4680,63,Male,white,Redmond,OR,No known charges,Allegedly Armed,gun,not fleeing,2016
3110,27,Male,white,Charlotte,NC,No known charges,Allegedly Armed,knife,not fleeing,2018
4682,53,Male,white,Shelbyville,TN,No known charges,Allegedly Armed,gun,not fleeing,2016
4683,43,Male,white,Orlando,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4684,49,Male,white,Myra,TX,No known charges,Allegedly Armed,gun,car,2016
3107,43,Male,white,Reading,MA,No known charges,Unclear,undetermined,foot,2018
3104,49,Male,white,Gulfport,MS,No known charges,Allegedly Armed,gun,foot,2018
3103,35,Male,white,Nice,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
3101,59,Male,white,St. Augustine,FL,No known charges,Unclear,undetermined,not fleeing,2018
4692,54,Male,white,Chattanooga,TN,No known charges,Allegedly Armed,knife,not fleeing,2016
4693,29,Male,white,Reno,NV,No known charges,Unclear,undetermined,car,2016
4694,31,Male,white,New London,WI,No known charges,Unarmed,toy weapon,not fleeing,2016
3099,22,Male,white,Lantana,FL,No known charges,Vehicle,vehicle,car,2018
3113,26,Male,white,East Helena,MT,No known charges,Allegedly Armed,gun,,2018
4544,50,Male,white,Las Vegas,NV,No known charges,Allegedly Armed,gun,car,2016
4660,60,Male,white,Toledo,OH,No known charges,Vehicle,vehicle,not fleeing,2016
4658,18,Male,white,Wichita,KS,No known charges,Allegedly Armed,gun,car,2016
4623,69,Male,white,Weeki Wachee,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
3153,41,Male,white,Oneida,NY,No known charges,Unarmed,no object,not fleeing,2018
3152,47,Male,white,Millville,NJ,No known charges,Unclear,undetermined,,2018
3151,27,Male,white,Battle Creek,MI,No known charges,Allegedly Armed,gun,not fleeing,2018
3150,37,Male,white,Sallisaw,OK,No known charges,Unarmed,no object,not fleeing,2018
4629,69,Male,white,Montcalm,WV,No known charges,Unarmed,toy weapon,not fleeing,2016
4630,37,Male,white,Longmont,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
3148,54,Male,white,Idaho Falls,ID,No known charges,Unclear,undetermined,foot,2018
4633,64,Male,white,Auburn,WA,No known charges,Unclear,unknown weapon,not fleeing,2016
3144,62,Male,white,Union City,MI,No known charges,Allegedly Armed,gun,not fleeing,2018
4635,32,Male,white,Lakeland,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4637,35,Male,white,Titusville,FL,No known charges,Unclear,undetermined,not fleeing,2016
4638,58,Male,white,Oldsmar,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
3123,40,Male,white,Tecumseh,OK,No known charges,Unclear,undetermined,not fleeing,2018
4640,70,Male,white,Gray,TN,No known charges,Allegedly Armed,gun,not fleeing,2016
3139,27,Male,white,Sugar Hill,GA,No known charges,Allegedly Armed,gun,not fleeing,2018
4644,25,Male,white,Omaha,NE,No known charges,Vehicle,vehicle,other,2016
3138,23,Male,white,Austin,TX,No known charges,Allegedly Armed,gun,car,2018
3137,66,Male,white,Little Orleans,MD,No known charges,Allegedly Armed,gun,not fleeing,2018
3136,42,Male,white,Alton,IL,No known charges,Allegedly Armed,knife,not fleeing,2018
4649,25,Male,white,East Wenatchee,WA,No known charges,Unclear,undetermined,not fleeing,2016
3131,43,Female,white,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
3130,33,Male,white,Conroe,TX,No known charges,Allegedly Armed,gun,car,2018
4652,36,Male,white,Brookport,IL,No known charges,Allegedly Armed,gun,other,2016
4653,22,Male,white,Round Lake,IL,No known charges,Allegedly Armed,glass shard,not fleeing,2016
3129,45,Male,white,London,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
4655,40,Male,white,Parker,CO,No known charges,Allegedly Armed,gun,car,2016
3128,38,Male,white,Chamblee,GA,No known charges,Allegedly Armed,gun,foot,2018
4641,65,Male,white,Spencer,WV,No known charges,Allegedly Armed,gun,car,2016
4696,36,Male,white,Hays,KS,No known charges,Unclear,undetermined,car,2016
4543,46,Male,white,Grants Pass,OR,No known charges,Allegedly Armed,knife,,2016
3198,55,Male,white,Sun Valley,CA,No known charges,Unclear,undetermined,,2018
3272,27,Male,white,Charleston,TN,No known charges,Unclear,unknown weapon,foot,2017
4425,43,Male,white,Holland,MI,No known charges,Allegedly Armed,knife,not fleeing,2016
4426,43,Male,white,St. Petersburg,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
3268,56,Male,white,Mulberry,AR,No known charges,Allegedly Armed,knife,foot,2017
4429,22,Female,white,Long Beach,CA,No known charges,Unarmed,no object,not fleeing,2016
3266,33,Male,white,Miamisburg,OH,No known charges,Unarmed,toy weapon,not fleeing,2017
3264,30,Female,white,Schertz,TX,No known charges,Unclear,pipe,foot,2017
4433,27,Male,white,Lompoc,CA,No known charges,Allegedly Armed,knife,foot,2016
4435,35,Female,white,Hoquiam,WA,No known charges,Unarmed,no object,not fleeing,2016
4436,18,Male,white,Kansas City,MO,No known charges,Allegedly Armed,gun,foot,2016
3259,40,Male,white,Gilbert,MN,No known charges,Allegedly Armed,gun,foot,2017
3256,26,Male,white,Canaan,NH,No known charges,Unclear,undetermined,not fleeing,2017
3254,21,Female,white,Tracy City,TN,Charged,Vehicle,vehicle,car,2017
4445,35,Male,white,Fort Walton Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
3252,,Male,white,Fairbanks,AK,No known charges,Allegedly Armed,gun,not fleeing,2017
4448,56,Male,white,Redding,CA,No known charges,Allegedly Armed,gun,not fleeing,2016
4449,39,Male,white,St. Joseph,MO,No known charges,Allegedly Armed,bat,not fleeing,2016
4451,37,Male,white,Webster,TX,No known charges,Allegedly Armed,gun,not fleeing,2016
3249,31,Male,white,Tulsa,OK,No known charges,Allegedly Armed,gun,not fleeing,2017
3247,38,Female,white,Dallas,TX,No known charges,Allegedly Armed,gun,not fleeing,2017
4457,40,Male,white,Anchorage,AK,No known charges,Allegedly Armed,gun,not fleeing,2016
4458,30,Female,white,Fuquay-Varina,NC,No known charges,Unarmed,no object,not fleeing,2016
3242,30,Male,white,Desert Hot Springs,CA,No known charges,Allegedly Armed,gun,car,2017
4460,47,Male,white,,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
3241,44,Male,white,Boring,OR,No known charges,Allegedly Armed,gun,car,2017
4462,24,Male,white,Grand Junction,CO,No known charges,Vehicle,vehicle,car,2016
4464,53,Male,white,Lakeland,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
3273,52,Male,white,Valley Head,WV,No known charges,Unclear,shovel,not fleeing,2017
3275,34,Male,white,McMinnville,TN,No known charges,Vehicle,vehicle,car,2017
3276,30,Male,white,Wilmington,DE,No known charges,Vehicle,vehicle,car,2017
3277,57,Male,white,Lexington,VA,No known charges,Allegedly Armed,gun,not fleeing,2017
3304,46,Male,white,Jasper,GA,No known charges,Allegedly Armed,gun,not fleeing,2017
4388,49,Male,white,Fruitland Park,FL,No known charges,Unclear,oar,other,2016
4389,55,Male,white,Hutchinson,KS,No known charges,Allegedly Armed,gun,not fleeing,2016
4390,52,Male,white,Portland,OR,No known charges,Allegedly Armed,gun,not fleeing,2016
4391,47,Male,white,Orange City,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
3298,49,Male,white,Cheyenne,WY,No known charges,Allegedly Armed,gun,not fleeing,2017
4394,33,Male,white,American Fork,UT,No known charges,Allegedly Armed,gun,foot,2016
3297,35,Male,white,Marinette,WI,No known charges,Allegedly Armed,gun,car,2017
4396,22,Male,white,Simpsonville,KY,No known charges,Allegedly Armed,crowbar,not fleeing,2016
4397,33,Male,white,Tuscumbia,AL,No known charges,Allegedly Armed,gun,not fleeing,2016
4398,58,Male,white,Benton,AR,No known charges,Allegedly Armed,gun,not fleeing,2016
4399,36,Male,white,Las Cruces,NM,No known charges,Unclear,undetermined,not fleeing,2016
3294,40,Male,white,Old Forge,PA,No known charges,Allegedly Armed,gun,car,2017
4465,36,Male,white,Lakeside,AZ,No known charges,Allegedly Armed,gun,not fleeing,2016
4401,83,Male,white,Dover,AR,No known charges,Allegedly Armed,gun,not fleeing,2016
3291,16,Male,white,Dover,DE,No known charges,Allegedly Armed,gun,not fleeing,2017
3288,24,Male,white,San Diego,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
4406,55,Male,white,Friendswood,TX,No known charges,Unclear,rock,car,2016
4407,31,Male,white,Iva,SC,No known charges,Unclear,undetermined,foot,2016
4408,29,Male,white,Avon,IN,No known charges,Allegedly Armed,knife,not fleeing,2016
4409,41,Male,white,Lynn,MA,No known charges,Unclear,gun,not fleeing,2016
3285,24,Male,white,Seattle,WA,No known charges,Allegedly Armed,gun,car,2017
3284,51,Male,white,Great Falls,MT,No known charges,Unclear,unknown weapon,not fleeing,2017
3283,50,Female,white,Rincon,GA,No known charges,Allegedly Armed,gun,not fleeing,2017
3281,,Male,white,Boron,CA,No known charges,Unarmed,no object,not fleeing,2017
4415,50,Male,white,Olathe,KS,No known charges,Unclear,blunt object,not fleeing,2016
3278,,Male,white,Yonkers,NY,No known charges,Allegedly Armed,gun,car,2017
4417,59,Male,white,Naples,ME,No known charges,Allegedly Armed,gun,not fleeing,2016
3292,69,Male,white,Rose Bud,AR,No known charges,Allegedly Armed,gun,not fleeing,2017
3238,38,Male,white,Chester,VA,No known charges,Allegedly Armed,gun,not fleeing,2017
4468,26,Male,white,Ashtabula,OH,No known charges,Vehicle,vehicle,car,2016
3235,28,Male,white,Wichita,KS,No known charges,Unarmed,no object,not fleeing,2017
3218,31,Male,white,Crandon,WI,No known charges,Allegedly Armed,gun,not fleeing,2018
3217,27,Male,white,Boise,ID,No known charges,Allegedly Armed,gun,not fleeing,2018
3216,46,Male,white,Springfield,MO,No known charges,Allegedly Armed,gun,not fleeing,2018
3213,51,Male,white,Sedona,AZ,No known charges,Unarmed,no object,not fleeing,2018
4512,36,Male,white,Bartlesville,OK,No known charges,Unarmed,no object,not fleeing,2016
3212,21,Male,white,Round Rock,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
4514,25,Female,white,Elkton,MD,No known charges,Unarmed,toy weapon,not fleeing,2016
4515,25,Male,white,Elkton,MD,No known charges,Unarmed,toy weapon,not fleeing,2016
4516,37,Male,white,Lincoln,CA,No known charges,Allegedly Armed,knife,not fleeing,2016
4517,45,Male,white,Lanesboro,MN,No known charges,Unarmed,toy weapon,not fleeing,2016
3211,27,Male,white,York,PA,No known charges,Vehicle,vehicle,car,2018
3210,39,Male,white,McLoud,OK,No known charges,Allegedly Armed,baseball bat,not fleeing,2018
4520,38,Male,white,Edmonton,KY,No known charges,Allegedly Armed,gun,not fleeing,2016
4507,32,Male,white,Billings,MT,No known charges,Allegedly Armed,gun,not fleeing,2016
4521,21,Male,white,Sterrett,AL,No known charges,Unclear,unknown weapon,not fleeing,2016
4525,29,Male,white,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4526,38,Male,white,Willoughby,OH,No known charges,Vehicle,vehicle,car,2016
3207,62,Male,white,Birmingham,AL,No known charges,Allegedly Armed,gun,not fleeing,2018
3204,27,Male,white,Tacoma,WA,No known charges,Allegedly Armed,gun,not fleeing,2018
3203,35,Male,white,Spanaway,WA,No known charges,Allegedly Armed,gun,foot,2018
4532,34,Male,white,Paris,KY,No known charges,Allegedly Armed,gun,not fleeing,2016
4533,17,Male,white,Benton,AR,No known charges,Allegedly Armed,gun,foot,2016
4534,39,Male,white,Holiday,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
4536,26,Female,white,Austin,TX,No known charges,Unarmed,toy weapon,not fleeing,2016
4537,32,Male,white,Santa Cruz,CA,No known charges,Allegedly Armed,metal rake,not fleeing,2016
4538,38,Male,white,Phenix City,AL,No known charges,Allegedly Armed,gun,not fleeing,2016
4539,23,Male,white,Beaumont,TX,No known charges,Allegedly Armed,baseball bat,not fleeing,2016
4540,26,Male,white,San Francisco,CA,No known charges,Allegedly Armed,gun,not fleeing,2016
4524,58,Male,white,Tulsa,OK,No known charges,Allegedly Armed,knife,,2016
4542,38,Male,white,Kent,WA,No known charges,Allegedly Armed,gun,not fleeing,2016
3220,49,Male,white,Ozark,AR,No known charges,Allegedly Armed,gun,not fleeing,2018
3221,30,Female,white,Camp Wood,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
4470,19,Male,white,Plainville,KS,No known charges,Unarmed,no object,car,2016
3234,37,Male,white,Birmingham,AL,No known charges,Allegedly Armed,gun,not fleeing,2017
3231,36,Male,white,Crowell,TX,No known charges,Unclear,undetermined,not fleeing,2017
4473,43,Male,white,Beech Island,SC,No known charges,Allegedly Armed,gun,not fleeing,2016
4474,32,Male,white,Hensley,WV,No known charges,Allegedly Armed,hammer,not fleeing,2016
4475,17,Male,white,Phenix City,AL,No known charges,Vehicle,vehicle,car,2016
4476,31,Male,white,Leesburg,NJ,No known charges,Allegedly Armed,metal pipe,foot,2016
4477,43,Male,white,Morgantown,KY,No known charges,Vehicle,vehicle,car,2016
4478,49,Male,white,St. Petersburg,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
4480,56,Male,white,Clendenin,WV,No known charges,Allegedly Armed,gun,not fleeing,2016
4481,36,Male,white,Okemah,OK,No known charges,Vehicle,vehicle,car,2016
4482,59,Male,white,Beaver,WA,No known charges,Allegedly Armed,gun,,2016
4483,34,Male,white,Gladewater,TX,No known charges,Allegedly Armed,gun,other,2016
4505,37,Male,white,Herman,MN,No known charges,Allegedly Armed,gun,other,2016
8627,21,Male,white,Gordon,WI,No known charges,Allegedly Armed,gun,,2013
4489,59,Male,white,Houma,LA,No known charges,Allegedly Armed,gun,not fleeing,2016
3227,37,Male,white,Littleton,CO,No known charges,Allegedly Armed,gun,not fleeing,2017
4491,40,Male,white,West Jordan,UT,No known charges,Unclear,undetermined,other,2016
4492,39,Male,white,Enid,OK,No known charges,Unarmed,no object,not fleeing,2016
3226,65,Male,white,Rossville,GA,No known charges,Allegedly Armed,gun,not fleeing,2018
4494,76,Male,white,Carson City,NV,No known charges,Allegedly Armed,gun,not fleeing,2016
3225,65,Male,white,Edgewater,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
3224,42,Male,white,Romance,AR,No known charges,Allegedly Armed,gun,not fleeing,2018
4497,31,Female,white,Brookville,OH,No known charges,Allegedly Armed,gun,other,2016
4498,46,Male,white,Fresno,CA,Charged,Unarmed,no object,not fleeing,2016
4499,34,Male,white,Kingman,AZ,No known charges,Vehicle,vehicle,car,2016
3223,35,Male,white,Greenville,NC,No known charges,Allegedly Armed,knife,not fleeing,2018
3222,66,Male,white,Joplin,MO,No known charges,Allegedly Armed,knife,not fleeing,2018
4488,56,Female,white,Loganville,GA,No known charges,Allegedly Armed,gun,not fleeing,2016
4385,37,Male,white,Dallas,TX,No known charges,Unclear,undetermined,other,2016
4698,59,Male,white,McKinleyville,CA,No known charges,Allegedly Armed,gun,not fleeing,2016
4700,40,Male,white,Citrus Heights,CA,No known charges,Allegedly Armed,knife,not fleeing,2016
4891,34,Male,white,Huntsville,AL,No known charges,Unarmed,toy weapon,not fleeing,2016
2936,24,Male,white,Gulf Breeze,FL,No known charges,Unarmed,no object,other,2018
4893,36,Male,white,Butte,MT,No known charges,Allegedly Armed,gun,not fleeing,2016
2934,61,Male,white,Surprise,AZ,No known charges,Allegedly Armed,knife,not fleeing,2018
2933,29,Male,white,West Columbia,SC,No known charges,Allegedly Armed,gun,car,2018
4896,59,Male,white,Montpelier,OH,No known charges,Allegedly Armed,gun,not fleeing,2016
4897,38,Male,white,Pembine,WI,No known charges,Allegedly Armed,gun,car,2016
4898,43,Male,white,Tulsa,OK,No known charges,Vehicle,vehicle,car,2016
4899,47,Male,white,Odessa,MO,No known charges,Allegedly Armed,gun,not fleeing,2016
2932,51,Male,white,Elizabethtown,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
2931,26,Male,white,Allentown,PA,No known charges,Allegedly Armed,gun,foot,2018
2929,64,Male,white,Sylacauga,AL,No known charges,Vehicle,vehicle,car,2018
2928,31,Male,white,Stillwater,OK,No known charges,Allegedly Armed,gun,not fleeing,2018
4904,33,Male,white,Schenectady,NY,No known charges,Allegedly Armed,gun,not fleeing,2016
2926,39,Male,white,Las Vegas,NV,No known charges,Allegedly Armed,knife,not fleeing,2018
2925,34,Male,white,Clarksville,TN,No known charges,Unclear,undetermined,other,2018
4907,43,Male,white,Ridgefield,WA,No known charges,Unclear,undetermined,car,2016
2923,44,Male,white,Pasadena,TX,No known charges,Allegedly Armed,gun,other,2018
4910,23,Male,white,Eagle Mountain,UT,No known charges,Allegedly Armed,knife,not fleeing,2016
2922,42,Male,white,Atwater,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
2918,27,Male,white,Guthrie,OK,No known charges,Allegedly Armed,machete,not fleeing,2018
4915,29,Male,white,Statesville,NC,No known charges,Allegedly Armed,baseball bat,not fleeing,2016
2915,24,Male,white,Covington,LA,No known charges,Allegedly Armed,gun,car,2018
4917,38,Male,white,York,PA,No known charges,Allegedly Armed,gun,,2016
2910,,Male,white,Belton,MO,No known charges,Allegedly Armed,knife,,2018
4920,68,Male,white,Ishpeming,MI,No known charges,Allegedly Armed,gun,not fleeing,2016
4922,34,Male,white,Birmingham,AL,No known charges,Allegedly Armed,gun,car,2016
4890,17,Male,white,Carmichael,CA,No known charges,Vehicle,vehicle,car,2016
2937,29,Male,white,Nampa,ID,No known charges,Unclear,unknown weapon,not fleeing,2018
2939,33,Female,white,Montgomery,AL,No known charges,Vehicle,vehicle,car,2018
2940,34,Male,white,Big Stone Gap,VA,No known charges,Allegedly Armed,gun,car,2018
4849,30,Male,white,Flat Lick,KY,No known charges,Unclear,undetermined,not fleeing,2016
4850,41,Male,white,Madison,WI,No known charges,Allegedly Armed,pitchfork,not fleeing,2016
4853,26,Male,white,Laguna,NM,No known charges,Allegedly Armed,gun,not fleeing,2016
4854,28,Male,white,Boone,IA,No known charges,Unarmed,toy weapon,not fleeing,2016
4855,32,Male,white,Cochran,GA,No known charges,Allegedly Armed,gun,not fleeing,2016
4857,25,Male,white,Frederica,DE,No known charges,Unarmed,toy weapon,car,2016
2965,50,Male,white,Norfork,AR,No known charges,Allegedly Armed,crossbow,not fleeing,2018
2963,32,Male,white,Georgetown,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
4861,51,Male,white,Clarklake,MI,No known charges,Allegedly Armed,baseball bat,not fleeing,2016
4862,59,Male,white,Pinellas Park,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4863,,Male,white,Buckeye,AZ,No known charges,Allegedly Armed,gun,not fleeing,2016
2962,56,Male,white,Princeton,NJ,No known charges,Allegedly Armed,gun,not fleeing,2018
2961,20,Male,white,Winter Haven,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
2908,49,Male,white,Huntsville,AL,Charged,Allegedly Armed,gun,not fleeing,2018
4866,50,Male,white,Farmington,AR,No known charges,Allegedly Armed,gun,not fleeing,2016
2960,56,Male,white,Timberlake,NC,No known charges,Allegedly Armed,gun,not fleeing,2018
2959,25,Male,white,Fernandina Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
2957,47,Male,white,Mannford,OK,No known charges,Allegedly Armed,knife,not fleeing,2018
2949,23,Male,white,Phoenix,AZ,No known charges,Allegedly Armed,knife,not fleeing,2018
2947,40,Male,white,Flint,MI,No known charges,Unclear,unknown weapon,car,2018
4876,25,Male,white,Colorado Springs,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
2946,29,Male,white,Abilene,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
4879,31,Male,white,Bellville,TX,No known charges,Allegedly Armed,gun,not fleeing,2016
2943,42,Male,white,Nikolaevsk,AK,No known charges,Unclear,undetermined,not fleeing,2018
4881,50,Male,white,Casper,WY,No known charges,Allegedly Armed,gun,not fleeing,2016
2942,25,Female,white,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing,2018
4883,19,Male,white,Peterborough,NH,No known charges,Unarmed,toy weapon,car,2016
4885,20,Male,white,Lake Havasu City,AZ,No known charges,Allegedly Armed,knife,not fleeing,2016
4867,42,Female,white,Katy,TX,No known charges,Allegedly Armed,gun,not fleeing,2016
2906,44,Female,white,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
4926,25,Male,white,Wagoner,OK,No known charges,Unarmed,no object,car,2016
4927,63,Male,white,Stockbridge,GA,No known charges,Allegedly Armed,gun,not fleeing,2016
4969,28,Male,white,Boulder,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
2879,29,Male,white,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2018
2878,29,Male,white,Billings,MT,No known charges,Allegedly Armed,knife,not fleeing,2018
2876,28,Male,white,Royal Oak,MI,No known charges,Vehicle,vehicle,car,2018
4973,38,Male,white,Oregon City,OR,No known charges,Unarmed,no object,not fleeing,2016
4975,63,Male,white,Chesterfield,SC,No known charges,Allegedly Armed,gun,not fleeing,2016
2874,44,Male,white,Billings,MT,No known charges,Unarmed,toy weapon,not fleeing,2018
2873,39,Male,white,Sparta,NC,No known charges,Allegedly Armed,machete,not fleeing,2018
2872,61,Male,white,Corfu,NY,No known charges,Allegedly Armed,gun,not fleeing,2018
2871,50,Male,white,Natchitoches,LA,No known charges,Allegedly Armed,gun,not fleeing,2018
2870,71,Female,white,Natchitoches,LA,No known charges,Allegedly Armed,gun,not fleeing,2018
4981,36,Male,white,Fisty,KY,No known charges,Allegedly Armed,gun,not fleeing,2016
2868,23,Male,white,Lake Elmo,MN,Charged,Allegedly Armed,gun,not fleeing,2018
4967,22,Male,white,Gresham,OR,No known charges,Allegedly Armed,knife,not fleeing,2016
4983,44,Male,white,West Sullivan,MO,No known charges,Allegedly Armed,gun,other,2016
4985,36,Male,white,Montague,CA,No known charges,Allegedly Armed,Ax,not fleeing,2016
2862,24,Male,white,Anaheim,CA,No known charges,Unarmed,no object,not fleeing,2018
4987,48,Male,white,Fall River,MA,No known charges,Unarmed,no object,not fleeing,2016
4988,35,Male,white,Golconda,IL,No known charges,Allegedly Armed,gun,foot,2016
4989,19,Male,white,Jacksonville,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
4990,34,Male,white,Stockbridge,GA,No known charges,Allegedly Armed,gun,not fleeing,2016
4992,59,Male,white,Osteen,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4993,37,Male,white,Union,NJ,Charged,Unarmed,no object,not fleeing,2016
2861,34,Male,white,Waco,TX,No known charges,Allegedly Armed,knife,not fleeing,2018
2860,31,Male,white,Welby,CO,No known charges,Unclear,undetermined,,2018
4996,35,Male,white,Aurora,CO,No known charges,Allegedly Armed,gun,car,2016
4999,69,Male,white,Byng,OK,No known charges,Allegedly Armed,gun,car,2016
2857,32,Male,white,Carrollton,GA,No known charges,Vehicle,vehicle,not fleeing,2018
4984,46,Male,white,New York,NY,No known charges,Allegedly Armed,knife,not fleeing,2016
2972,28,Male,white,Graham,WA,No known charges,Allegedly Armed,knife,not fleeing,2018
2880,34,Male,white,Oaks,OK,No known charges,Allegedly Armed,gun,car,2018
4963,43,Male,white,Oklahoma City,OK,No known charges,Allegedly Armed,knife,not fleeing,2016
2904,34,Male,white,Corpus Christi,TX,No known charges,Allegedly Armed,gun,foot,2018
2903,30,Male,white,Mesa,AZ,No known charges,Allegedly Armed,gun,foot,2018
4930,38,Female,white,Battle Creek,MI,No known charges,Unarmed,no object,not fleeing,2016
4931,31,Male,white,Cape Coral,FL,No known charges,Allegedly Armed,gun,car,2016
