,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
2901,36,Male,white,Federal Way,WA,No known charges,Allegedly Armed,gun,not fleeing,2018
4933,31,Male,white,Montague,CA,No known charges,Unclear,undetermined,not fleeing,2016
4934,31,Male,white,Muncie,IN,No known charges,Allegedly Armed,knife,not fleeing,2016
4936,33,Male,white,Palmer,AK,No known charges,Allegedly Armed,knife,not fleeing,2016
2899,59,Male,white,Reynoldsville,WV,No known charges,Allegedly Armed,gun,foot,2018
2896,81,Male,white,Rochester,NY,No known charges,Allegedly Armed,gun,not fleeing,2018
4941,,Male,white,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2016
4942,51,Male,white,Berea,KY,No known charges,Allegedly Armed,gun,foot,2016
4943,36,Male,white,Bend,OR,No known charges,Allegedly Armed,knife,not fleeing,2016
4965,57,Male,white,Peculiar,MO,No known charges,Allegedly Armed,taser,car,2016
2895,40,Male,white,Volant,PA,No known charges,Allegedly Armed,gun,not fleeing,2018
4946,38,Male,white,Stoneville,NC,No known charges,Unarmed,no object,car,2016
4948,32,Male,white,Deland,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
4949,30,Male,white,Greenwood,IN,No known charges,Unarmed,no object,not fleeing,2016
4950,53,Male,white,Clinton,NC,No known charges,Allegedly Armed,gun,not fleeing,2016
4951,58,Male,white,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2016
2891,23,Male,white,Marshall,AR,No known charges,Allegedly Armed,knife,foot,2018
2889,48,Male,white,Portland,OR,No known charges,Allegedly Armed,knife,other,2018
2888,33,Male,white,Oroville,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
4955,59,Male,white,Indianapolis,IN,No known charges,Allegedly Armed,gun,not fleeing,2016
4956,43,Male,white,Lansing,IL,No known charges,Allegedly Armed,gun,foot,2016
2887,45,Male,white,Louisville,KY,No known charges,Unclear,screwdriver,not fleeing,2018
4960,29,Male,white,St. Paul,MN,No known charges,Allegedly Armed,gun,not fleeing,2016
4961,48,Female,white,Sneads,FL,No known charges,Allegedly Armed,knife,not fleeing,2016
4945,70,Male,white,Tualatin,OR,No known charges,Allegedly Armed,gun,not fleeing,2016
4699,29,Male,white,Ruidoso,NM,No known charges,Allegedly Armed,gun,not fleeing,2016
2973,62,Male,white,Burnsville,NC,No known charges,Allegedly Armed,ax,,2018
2975,26,Male,white,Jonesborough,TN,No known charges,Allegedly Armed,knife,foot,2018
3072,58,Male,white,Henderson,NC,No known charges,Allegedly Armed,gun,not fleeing,2018
3071,59,Male,white,Cocoa Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
4737,30,Male,white,Spring Hill,FL,No known charges,Unarmed,no object,car,2016
3070,39,Male,white,Charleston,WV,No known charges,Unclear,undetermined,,2018
4739,58,Male,white,Aldie,VA,No known charges,Allegedly Armed,knife,not fleeing,2016
4740,59,Male,white,Beaver Dam,WI,No known charges,Allegedly Armed,gun,not fleeing,2016
3068,28,Male,white,Hernando,FL,No known charges,Vehicle,vehicle,not fleeing,2018
4743,31,Male,white,Clearfield,UT,No known charges,Allegedly Armed,gun,foot,2016
4744,69,Male,white,Gate City,VA,No known charges,Allegedly Armed,gun,car,2016
4745,54,Male,white,Detroit,MI,No known charges,Allegedly Armed,knife,not fleeing,2016
4746,51,Male,white,Castaic,CA,No known charges,Unclear,undetermined,foot,2016
4747,34,Male,white,Hammett,ID,No known charges,Allegedly Armed,gun,car,2016
4748,31,Male,white,Alexandria,MN,No known charges,Allegedly Armed,knife,not fleeing,2016
3065,,Male,white,Fair Oaks,OK,No known charges,Allegedly Armed,gun,not fleeing,2018
4750,22,Male,white,Lake City,SC,No known charges,Allegedly Armed,gun,car,2016
4752,43,Male,white,Lexington,SC,No known charges,Vehicle,vehicle,car,2016
4754,67,Male,white,Fredericksburg,VA,No known charges,Allegedly Armed,gun,not fleeing,2016
3058,28,Male,white,Woodworth,ND,No known charges,Allegedly Armed,gun,car,2018
3052,27,Male,white,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2018
4758,32,Male,white,Phelps,KY,No known charges,Unclear,rock,foot,2016
4759,59,Male,white,Pleasant Hill,NC,No known charges,Allegedly Armed,gun,not fleeing,2016
4760,40,Female,white,Homewood,AL,No known charges,Allegedly Armed,gun,not fleeing,2016
3050,35,Male,white,Greensburg,PA,No known charges,Unarmed,no object,not fleeing,2018
3049,58,Male,white,Evansville,IN,No known charges,Unarmed,toy weapon,not fleeing,2018
3047,62,Male,white,Morgantown,WV,No known charges,Unarmed,toy weapon,not fleeing,2018
3045,36,Male,white,Casper,WY,No known charges,Allegedly Armed,sword,foot,2018
4767,24,Male,white,Scottsdale,AZ,No known charges,Allegedly Armed,knife,foot,2016
4734,64,Male,white,Wilkesboro,NC,No known charges,Allegedly Armed,gun,not fleeing,2016
3073,27,Male,white,Raymore,MO,No known charges,Allegedly Armed,gun,other,2018
4731,69,Male,white,Little Mountain,SC,No known charges,Allegedly Armed,gun,not fleeing,2016
4730,56,Male,white,Citrus Heights,CA,No known charges,Allegedly Armed,gun,not fleeing,2016
4701,38,Male,white,Poway,CA,No known charges,Allegedly Armed,gun,car,2016
4702,29,Male,white,Charlotte,NC,No known charges,Unarmed,no object,car,2016
3097,40,Male,white,Antioch,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
4704,55,Male,white,Augusta,WV,No known charges,Unarmed,no object,not fleeing,2016
4705,53,Male,white,Apache Junction,AZ,No known charges,Unarmed,toy weapon,not fleeing,2016
3096,78,Male,white,Flagstaff,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
4707,36,Male,white,Rome,OH,No known charges,Allegedly Armed,gun,car,2016
3092,63,Male,white,Kingman,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
4710,32,Male,white,Lenoir,NC,No known charges,Allegedly Armed,gun,foot,2016
4711,42,Male,white,Counce,TN,No known charges,Allegedly Armed,gun,other,2016
3091,20,Male,white,Tallahassee,FL,No known charges,Unarmed,no object,not fleeing,2018
3090,41,Male,white,Aurora,CO,No known charges,Unclear,undetermined,,2018
3088,25,Male,white,Columbus,OH,No known charges,Unclear,undetermined,foot,2018
3042,37,Male,white,Gilbert,AZ,No known charges,Allegedly Armed,gun,,2018
4715,53,Male,white,Lakewood,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
3085,84,Male,white,Miami,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
3083,48,Female,white,Willits,CA,No known charges,Allegedly Armed,gun,car,2018
4719,49,Male,white,Tahlequah,OK,No known charges,Allegedly Armed,hammer,not fleeing,2016
4720,33,Female,white,Kissimmee,FL,No known charges,Unarmed,no object,not fleeing,2016
3077,41,Male,white,Mobile,AL,No known charges,Allegedly Armed,gun,not fleeing,2018
4722,59,Male,white,Tukwila,WA,No known charges,Allegedly Armed,gun,not fleeing,2016
4723,54,Male,white,Plaquemine,LA,No known charges,Allegedly Armed,gun,not fleeing,2016
4724,39,Male,white,Harlan,KY,No known charges,Unclear,undetermined,foot,2016
4725,32,Male,white,Dallas,TX,Charged,Unarmed,no object,not fleeing,2016
4726,45,Male,white,Mt. Sterling,OH,No known charges,Allegedly Armed,gun,not fleeing,2016
4727,73,Female,white,Punta Gorda,FL,Charged,Unarmed,no object,not fleeing,2016
3076,29,Male,white,Urbana,IN,No known charges,Allegedly Armed,gun,not fleeing,2018
4729,44,Male,white,Piedmont,SC,No known charges,Unclear,undetermined,not fleeing,2016
3086,42,Male,white,Bolton,VT,No known charges,Allegedly Armed,gun,not fleeing,2018
4769,20,Male,white,Malta,MT,No known charges,Allegedly Armed,knife,not fleeing,2016
3041,39,Male,white,Brunswick,GA,No known charges,Vehicle,vehicle,car,2018
3039,27,Male,white,Tiro,OH,No known charges,Allegedly Armed,gun,foot,2018
3010,55,Male,white,Pueblo,CO,No known charges,Allegedly Armed,gun,foot,2018
3009,36,Male,white,Terre Haute,IN,No known charges,Allegedly Armed,gun,not fleeing,2018
4815,30,Male,white,Tucson,AZ,No known charges,Allegedly Armed,knife,not fleeing,2016
3007,70,Male,white,Shelbyville,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
3006,40,Male,white,North Manchester,IN,No known charges,Unclear,undetermined,not fleeing,2018
4819,33,Male,white,Clovis,CA,No known charges,Vehicle,vehicle,car,2016
3003,53,Male,white,Long Beach,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
4821,65,Male,white,Rush Springs,OK,No known charges,Allegedly Armed,gun,not fleeing,2016
3002,84,Female,white,San Antonio,TX,No known charges,Unarmed,no object,not fleeing,2018
4824,29,Male,white,Salem,OR,No known charges,Unclear,undetermined,,2016
2996,,Male,white,Pottstown,PA,No known charges,Unarmed,toy weapon,not fleeing,2018
4826,49,Male,white,Temecula,CA,No known charges,Unclear,undetermined,car,2016
2995,33,Female,white,Tarpon Springs,FL,No known charges,Allegedly Armed,knife,not fleeing,2018
3013,65,Male,white,Fairhope,AL,No known charges,Allegedly Armed,gun,not fleeing,2018
4828,34,Male,white,North Charleston,SC,No known charges,Allegedly Armed,gun,not fleeing,2016
2990,32,Male,white,Oakland,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
2989,48,Male,white,Fort Sumner,NM,No known charges,Unclear,undetermined,not fleeing,2018
4834,40,Male,white,New Iberia,LA,No known charges,Allegedly Armed,knife,not fleeing,2016
2988,61,Male,white,Lexington,NC,No known charges,Allegedly Armed,gun,not fleeing,2018
2987,16,Male,white,Midland,MI,No known charges,Allegedly Armed,gun,foot,2018
4837,50,Male,white,Bristol,TN,No known charges,Allegedly Armed,gun,not fleeing,2016
2986,32,Male,white,West Fargo,ND,No known charges,Vehicle,vehicle,car,2018
2984,31,Male,white,Colorado Springs,CO,No known charges,Allegedly Armed,gun,not fleeing,2018
2981,31,Male,white,Sandy,UT,No known charges,Allegedly Armed,gun,not fleeing,2018
4841,58,Male,white,Jackson,WI,No known charges,Allegedly Armed,knife,not fleeing,2016
4842,30,Male,white,Cartersville,GA,No known charges,Allegedly Armed,gun,not fleeing,2016
4843,63,Male,white,Landrum,SC,No known charges,Allegedly Armed,gun,not fleeing,2016
2979,26,Male,white,Keizer,OR,No known charges,Vehicle,vehicle,foot,2018
2991,47,Male,white,Jackson,MI,No known charges,Allegedly Armed,gun,foot,2018
4846,24,Male,white,Guffey,CO,No known charges,Allegedly Armed,gun,not fleeing,2016
3015,28,Male,white,Sandpoint,ID,No known charges,Allegedly Armed,gun,not fleeing,2018
3017,33,Male,white,Temple,GA,No known charges,Unarmed,toy weapon,not fleeing,2018
4772,33,Male,white,Estill Springs,TN,No known charges,Allegedly Armed,knife,foot,2016
4773,58,Male,white,Rockford,IL,No known charges,Unarmed,no object,not fleeing,2016
3038,22,Male,white,Panorama City,CA,No known charges,Allegedly Armed,machete,not fleeing,2018
4775,50,Male,white,Pine River,WI,No known charges,Allegedly Armed,gun,car,2016
3037,25,Male,white,Wamego,KS,No known charges,Allegedly Armed,gun,not fleeing,2018
3035,20,Male,white,Chester,SC,No known charges,Allegedly Armed,gun,car,2018
3034,33,Male,white,Coeur d'Alene,ID,No known charges,Allegedly Armed,gun,not fleeing,2018
4779,25,Male,white,Walland,TN,No known charges,Unarmed,no object,foot,2016
4781,36,Male,white,Winchester,CA,No known charges,Allegedly Armed,gun,not fleeing,2016
3028,48,Male,white,Scottsdale,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
4785,50,Male,white,Buckhannon,WV,No known charges,Allegedly Armed,gun,,2016
3027,44,Male,white,Glendale,AZ,No known charges,Allegedly Armed,gun,foot,2018
4788,39,Male,white,Waterbury,CT,No known charges,Unclear,undetermined,not fleeing,2016
3016,44,Male,white,Lakeland,FL,No known charges,Allegedly Armed,knife,foot,2018
3026,31,Male,white,Quitman,GA,No known charges,Unclear,undetermined,not fleeing,2018
4792,39,Male,white,Sheboygan,WI,No known charges,Allegedly Armed,gun,not fleeing,2016
4794,43,Male,white,Tulsa,OK,No known charges,Unclear,screwdriver,not fleeing,2016
3023,36,Male,white,Mesa,AZ,No known charges,Allegedly Armed,knife,not fleeing,2018
4796,26,Male,white,San Bernardino,CA,No known charges,Allegedly Armed,gun,other,2016
4797,31,Male,white,Green Cove Springs,FL,No known charges,Allegedly Armed,gun,not fleeing,2016
4798,57,Male,white,Little Egg Harbor Township,NJ,No known charges,Allegedly Armed,gun,foot,2016
4799,63,Male,white,Peachland,NC,No known charges,Allegedly Armed,gun,not fleeing,2016
4802,32,Male,white,Flagstaff,AZ,No known charges,Allegedly Armed,gun,foot,2016
3018,35,Male,white,Oil Springs,KY,No known charges,Allegedly Armed,gun,not fleeing,2018
4804,56,Male,white,Middletown,NY,No known charges,Unarmed,toy weapon,not fleeing,2016
4805,36,Male,white,Birmingham,AL,No known charges,Unarmed,no object,not fleeing,2016
4806,23,Male,white,Anchorage,AK,No known charges,Allegedly Armed,hatchet,not fleeing,2016
4807,44,Male,white,St. Joseph,MI,No known charges,Allegedly Armed,gun,not fleeing,2016
4790,56,Male,white,Tulsa,OK,No known charges,Allegedly Armed,Ax,not fleeing,2016
4384,36,Male,white,Sioux City,IA,No known charges,Unclear,undetermined,not fleeing,2016
4383,20,Male,white,Avella,PA,No known charges,Allegedly Armed,knife,not fleeing,2016
4382,,Male,white,Allen,TX,No known charges,Allegedly Armed,gun,not fleeing,2016
3603,22,Male,white,Franklin,WI,No known charges,Allegedly Armed,knife,other,2017
3943,67,Male,white,Peachtree City,GA,No known charges,Allegedly Armed,gun,not fleeing,2017
3945,24,Male,white,San Jose,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3946,26,Male,white,San Francisco,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
3600,48,Male,white,Tarzana,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3599,56,Male,white,Durham,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3949,25,Male,white,Conroe,TX,No known charges,Allegedly Armed,gun,not fleeing,2017
3950,49,Male,white,San Diego,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3951,32,Male,white,Tom,OK,No known charges,Allegedly Armed,gun,not fleeing,2017
3598,30,Male,white,Santa Maria,CA,No known charges,Allegedly Armed,knife,foot,2017
3597,26,Female,white,Olathe,KS,No known charges,Allegedly Armed,gun,not fleeing,2017
3954,59,Male,white,Pāpa‘Aloa,HI,No known charges,Allegedly Armed,crossbow,not fleeing,2017
3595,28,Male,white,Waterford Township,MI,No known charges,Allegedly Armed,gun,not fleeing,2017
3592,44,Male,white,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing,2017
3591,28,Female,white,Sunrise,FL,No known charges,Allegedly Armed,gun,not fleeing,2017
3960,53,Male,white,Rapid City,SD,No known charges,Allegedly Armed,gun,not fleeing,2017
3585,34,Male,white,Sharpsburg,KY,No known charges,Allegedly Armed,knife,foot,2017
3963,32,Male,white,Columbus,OH,No known charges,Vehicle,vehicle,car,2017
3964,53,Male,white,Lewistown,PA,No known charges,Allegedly Armed,gun,not fleeing,2017
3583,33,Male,white,Kettering,OH,No known charges,Allegedly Armed,gun,not fleeing,2017
3967,20,Female,white,Johnstown,PA,No known charges,Unarmed,no object,not fleeing,2017
3582,62,Male,white,New Milford,CT,No known charges,Allegedly Armed,gun,foot,2017
3969,46,Male,white,Lufkin,TX,No known charges,Allegedly Armed,gun,not fleeing,2017
3579,22,Male,white,Simsboro,LA,No known charges,Allegedly Armed,gun,not fleeing,2017
3578,46,Female,white,Watauga,TX,No known charges,Allegedly Armed,gun,not fleeing,2017
3973,79,Male,white,Stewartstown,PA,No known charges,Allegedly Armed,gun,not fleeing,2017
3974,35,Male,white,Wolf Creek,OR,No known charges,Unarmed,no object,not fleeing,2017
3604,64,Male,white,Pardeeville,WI,No known charges,Allegedly Armed,gun,not fleeing,2017
3606,66,Male,white,Colorado City,CO,No known charges,Allegedly Armed,gun,not fleeing,2017
3938,62,Male,white,Las Vegas,NV,No known charges,Allegedly Armed,ax,not fleeing,2017
3937,15,Male,white,San Diego,CA,No known charges,Unarmed,toy weapon,not fleeing,2017
3903,47,Male,white,Johnson City,TN,No known charges,Allegedly Armed,gun,car,2017
3633,33,Male,white,Dyer,IN,No known charges,Vehicle,vehicle,car,2017
3629,24,Male,white,Mount Airy,GA,No known charges,Allegedly Armed,gun,not fleeing,2017
3909,48,Male,white,Pulaski,VA,No known charges,Allegedly Armed,gun,not fleeing,2017
3626,41,Male,white,Cosby,TN,No known charges,Allegedly Armed,machete,foot,2017
3625,54,Male,white,La Crosse,WI,No known charges,Allegedly Armed,gun,car,2017
3623,20,Male,white,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing,2017
3913,48,Male,white,Greenfield,IN,No known charges,Unarmed,no object,not fleeing,2017
3914,37,Male,white,West Allis,WI,No known charges,Allegedly Armed,gun,foot,2017
3622,45,Male,white,Colorado Springs,CO,No known charges,Unarmed,toy weapon,foot,2017
3916,41,Male,white,Rohnert Park,CA,No known charges,Unarmed,no object,not fleeing,2017
3917,35,Male,white,Robertsdale,AL,No known charges,Unarmed,no object,not fleeing,2017
3620,54,Male,white,Livermore,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3975,70,Male,white,Prescott,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
3919,30,Male,white,Billings,MT,No known charges,Allegedly Armed,gun,not fleeing,2017
3618,65,Male,white,Luverne,AL,No known charges,Unclear,undetermined,not fleeing,2017
3923,50,Male,white,Lakeside,CA,No known charges,Vehicle,vehicle,car,2017
3616,26,Male,white,Fairchance,PA,No known charges,Allegedly Armed,gun,not fleeing,2017
3925,34,Male,white,Tiffin,OH,No known charges,Allegedly Armed,gun,not fleeing,2017
3927,40,Male,white,Westminster,CO,No known charges,Allegedly Armed,gun,not fleeing,2017
3928,36,Male,white,Brighton,MI,No known charges,Unarmed,toy weapon,not fleeing,2017
3612,32,Male,white,Birmingham,AL,No known charges,Allegedly Armed,taser,not fleeing,2017
3930,39,Male,white,Lexington,SC,No known charges,Unarmed,no object,foot,2017
3931,29,Male,white,Sunland,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3611,22,Male,white,Marietta,OK,No known charges,Allegedly Armed,gun,car,2017
3609,44,Male,white,Yellville,AR,No known charges,Allegedly Armed,air pistol,not fleeing,2017
3607,42,Male,white,Morganton,NC,No known charges,Unarmed,toy weapon,not fleeing,2017
3936,25,Male,white,Tarpon Springs,FL,No known charges,Allegedly Armed,knife,not fleeing,2017
3920,46,Male,white,Jupiter,FL,No known charges,Allegedly Armed,gun,car,2017
3977,24,Male,white,Hamilton,OH,No known charges,Allegedly Armed,knife,not fleeing,2017
3572,54,Female,white,Fort Myers Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2017
