,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
4329,36,Male,white,2016-12-27,,TX,No known charges,Allegedly Armed,gun,other
4330,71,Female,white,2016-12-27,Pearland,TX,No known charges,Allegedly Armed,gun,not fleeing
4332,34,Male,white,2016-12-27,La Grange,KY,No known charges,Allegedly Armed,gun,not fleeing
4317,42,Male,white,2017-01-01,Cincinnati,OH,No known charges,Allegedly Armed,gun,not fleeing
3413,50,Male,white,2017-10-29,Englewood,CO,No known charges,Allegedly Armed,gun,not fleeing
3415,41,Male,white,2017-10-29,New Castle,IN,No known charges,Allegedly Armed,knife,not fleeing
4220,42,Male,white,2017-01-30,Modesto,CA,No known charges,Unclear,beer bottle,not fleeing
4100,23,Male,white,2017-03-04,Cabazon,CA,No known charges,Unclear,metal object,foot
4102,32,Male,white,2017-03-03,Englewood,CO,No known charges,Allegedly Armed,gun,not fleeing
3504,44,Male,white,2017-09-27,Masaryktown,FL,No known charges,Allegedly Armed,gun,car
3503,39,Male,white,2017-09-28,Salt Lake City,UT,No known charges,Allegedly Armed,baton,not fleeing
3499,44,Male,white,2017-09-30,Garden City,IN,No known charges,Allegedly Armed,gun,car
4107,33,Male,white,2017-03-02,Wausau,WI,No known charges,Allegedly Armed,gun,not fleeing
3496,33,Male,white,2017-10-01,Parkton,NC,No known charges,Allegedly Armed,gun,not fleeing
3494,38,Male,white,2017-10-01,St. Louis,MO,No known charges,Allegedly Armed,gun,not fleeing
3493,34,Male,white,2017-10-01,Washington,PA,No known charges,Allegedly Armed,knife,not fleeing
3492,26,Male,white,2017-10-01,Fort Collins,CO,No known charges,Allegedly Armed,gun,not fleeing
4112,27,Male,white,2017-02-27,Shelby,NC,No known charges,Allegedly Armed,gun,foot
4113,40,Male,white,2017-02-27,Merrill,WI,No known charges,Allegedly Armed,gun,not fleeing
4114,66,Male,white,2017-02-26,Floral City,FL,No known charges,Allegedly Armed,gun,car
4099,38,Male,white,2017-03-04,Oklahoma City,OK,No known charges,Vehicle,vehicle,car
4115,46,Female,white,2017-02-26,Ripon,CA,Charged,Vehicle,vehicle,car
4117,41,Male,white,2017-02-26,Englewood,FL,No known charges,Allegedly Armed,knife,not fleeing
4118,39,Male,white,2017-02-25,Lumpkin,GA,No known charges,Allegedly Armed,gun,car
3491,41,Male,white,2017-10-01,Seward,AK,No known charges,Unarmed,no object,not fleeing
3489,40,Male,white,2017-10-03,Jefferson City,MO,No known charges,Allegedly Armed,pipe,not fleeing
4121,53,Male,white,2017-02-24,Jackson,GA,No known charges,Unarmed,no object,not fleeing
4122,33,Female,white,2017-02-24,Lake Jackson,TX,No known charges,Allegedly Armed,gun,car
4123,62,Male,white,2017-02-24,Reading,PA,No known charges,Allegedly Armed,gun,not fleeing
4124,30,Male,white,2017-02-24,London,KY,No known charges,Allegedly Armed,gun,not fleeing
3487,34,Male,white,2017-10-04,Spokane,WA,No known charges,Vehicle,vehicle,not fleeing
4126,38,Male,white,2017-02-23,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing
3485,67,Male,white,2017-10-04,Mesa,AZ,No known charges,Allegedly Armed,gun,not fleeing
4128,54,Male,white,2017-02-23,Fairfax,OK,No known charges,Allegedly Armed,gun,not fleeing
3484,35,Male,white,2017-10-05,Hiram,GA,No known charges,Unarmed,no object,not fleeing
4116,36,Male,white,2017-02-26,Tooele,UT,No known charges,Allegedly Armed,gun,not fleeing
4130,28,Male,white,2017-02-22,Lake Alfred,FL,No known charges,Allegedly Armed,gun,not fleeing
3505,48,Male,white,2017-09-27,Griffin,GA,No known charges,Allegedly Armed,gun,not fleeing
4096,38,Male,white,2017-03-07,Strongsville,OH,No known charges,Vehicle,vehicle,car
3527,27,Male,white,2017-09-19,Chula Vista,CA,No known charges,Allegedly Armed,knife,not fleeing
4066,25,Male,white,2017-03-17,Presque Isle,ME,No known charges,Allegedly Armed,knife,not fleeing
4067,59,Female,white,2017-03-17,Lakeland,TN,No known charges,Unarmed,toy weapon,not fleeing
3523,58,Male,white,2017-09-21,Lane,OK,No known charges,Allegedly Armed,gun,car
3522,40,Male,white,2017-09-21,Tacoma,WA,No known charges,Allegedly Armed,knife,not fleeing
3519,30,Male,white,2017-09-22,Commerce City,CO,No known charges,Unclear,undetermined,not fleeing
4072,58,Male,white,2017-03-16,Deltona,FL,No known charges,Allegedly Armed,gun,not fleeing
4073,25,Male,white,2017-03-15,Phoenix,AZ,No known charges,Vehicle,vehicle,car
3518,44,Male,white,2017-09-22,Brooksville,FL,No known charges,Vehicle,vehicle,car
4075,56,Male,white,2017-03-14,Toms River,NJ,No known charges,Unarmed,no object,not fleeing
4076,18,Male,white,2017-03-14,Westminster,CO,No known charges,Allegedly Armed,gun,not fleeing
3517,28,Male,white,2017-09-22,Mesa,AZ,No known charges,Allegedly Armed,gun,not fleeing
4078,36,Male,white,2017-03-14,Fife,WA,No known charges,Vehicle,vehicle,not fleeing
4097,47,Male,white,2017-03-06,Spokane,WA,No known charges,Allegedly Armed,gun,not fleeing
4079,43,Male,white,2017-03-14,Panama City Beach,FL,No known charges,Allegedly Armed,gun,not fleeing
4081,23,Male,white,2017-03-13,Napa,CA,No known charges,Allegedly Armed,knife,not fleeing
3515,40,Male,white,2017-09-23,Hattiesburg,MS,No known charges,Allegedly Armed,gun,not fleeing
3513,24,Male,white,2017-09-24,New Castle,IN,No known charges,Allegedly Armed,gun,foot
4085,51,Male,white,2017-03-11,Midlothian,TX,No known charges,Allegedly Armed,gun,not fleeing
3511,31,Male,white,2017-09-25,Las Vegas,NV,No known charges,Allegedly Armed,taser,not fleeing
3509,50,Male,white,2017-09-26,Coolin,ID,No known charges,Allegedly Armed,gun,not fleeing
4088,40,Male,white,2017-03-10,Escondido,CA,No known charges,Allegedly Armed,gun,not fleeing
4089,29,Male,white,2017-03-09,Huntington Beach,CA,No known charges,Allegedly Armed,baseball bat and bottle,not fleeing
4090,35,Female,white,2017-03-09,Galveston,TX,No known charges,Allegedly Armed,gun,not fleeing
3508,50,Male,white,2017-09-26,Fairview,TN,No known charges,Allegedly Armed,gun,not fleeing
4093,91,Male,white,2017-03-08,New Castle,PA,No known charges,Allegedly Armed,gun,not fleeing
4094,25,Male,white,2017-03-08,Charlotte,NC,No known charges,Allegedly Armed,gun,not fleeing
3507,31,Male,white,2017-09-26,Eugene,OR,No known charges,Allegedly Armed,gun,not fleeing
3516,27,Male,white,2017-09-22,Huntington Beach,CA,No known charges,Allegedly Armed,gun,not fleeing
5001,35,Female,white,2016-05-10,Kennedale,TX,No known charges,Allegedly Armed,stick,not fleeing
4131,26,Male,white,2017-02-22,Princeton,WV,No known charges,Allegedly Armed,knife,not fleeing
4135,51,Male,white,2017-02-21,Beaverton,OR,No known charges,Allegedly Armed,gun,not fleeing
3449,31,Male,white,2017-10-16,Kingwood,TX,No known charges,Allegedly Armed,gun,car
4184,26,Male,white,2017-02-09,Geneva,OH,No known charges,Unarmed,no object,not fleeing
3446,35,Male,white,2017-10-18,Tucson,AZ,No known charges,Allegedly Armed,gun,foot
3445,26,Male,white,2017-10-19,Kings Mountain,NC,No known charges,Allegedly Armed,gun,other
4188,29,Male,white,2017-02-08,Brookville,IN,No known charges,Allegedly Armed,gun,not fleeing
4189,18,Male,white,2017-02-07,Pisgah,AL,No known charges,Unclear,piece of wood,not fleeing
4190,34,Male,white,2017-02-07,Warren,OH,No known charges,Allegedly Armed,gun,not fleeing
3444,38,Male,white,2017-10-19,Birmingham,AL,No known charges,Allegedly Armed,gun,not fleeing
4192,51,Male,white,2017-02-07,Richmond,KY,No known charges,Vehicle,vehicle,car
4193,35,Male,white,2017-02-07,Mount Pleasant,TN,No known charges,Allegedly Armed,gun,car
3443,34,Male,white,2017-10-19,Clearwater,FL,No known charges,Allegedly Armed,gun,not fleeing
3438,30,Male,white,2017-10-20,Muldrow,OK,No known charges,Allegedly Armed,knife,not fleeing
3436,37,Male,white,2017-10-21,Girard,OH,No known charges,Allegedly Armed,gun,not fleeing
4180,18,Female,white,2017-02-10,Vassalboro,ME,No known charges,Unarmed,no object,not fleeing
3434,25,Female,white,2017-10-22,St. Joseph,MO,No known charges,Allegedly Armed,gun,foot
3431,31,Female,white,2017-10-23,Shelbyville,KY,No known charges,Unclear,unknown weapon,not fleeing
3427,25,Male,white,2017-10-24,Norwich,CT,No known charges,Allegedly Armed,gun,foot
4205,33,Male,white,2017-02-03,Hickory,NC,No known charges,Allegedly Armed,gun,not fleeing
3426,37,Male,white,2017-10-24,Nanticoke,PA,No known charges,Unarmed,no object,not fleeing
4207,45,Male,white,2017-02-03,Irving,TX,No known charges,Allegedly Armed,gun,not fleeing
4209,38,Male,white,2017-02-03,Grafton,WV,No known charges,Allegedly Armed,gun,not fleeing
4210,26,Male,white,2017-02-02,Geneva,WI,No known charges,Unarmed,toy weapon,not fleeing
4211,57,Male,white,2017-02-02,Orange Park,FL,No known charges,Allegedly Armed,gun,not fleeing
3422,34,Male,white,2017-10-26,Horseheads,NY,No known charges,Allegedly Armed,gun,car
3421,32,Male,white,2017-10-26,Fairhope,AL,No known charges,Allegedly Armed,gun,other
3419,46,Male,white,2017-10-27,Erie,PA,No known charges,Allegedly Armed,vehicle,not fleeing
4217,44,Male,white,2017-01-31,LaGrange,GA,No known charges,Allegedly Armed,knife,not fleeing
4218,36,Male,white,2017-01-30,Lynnwood,WA,No known charges,Allegedly Armed,knife,not fleeing
4201,56,Male,white,2017-02-04,Deland,FL,No known charges,Allegedly Armed,gun,not fleeing
3480,40,Male,white,2017-10-05,Leeds,AL,No known charges,Allegedly Armed,gun,not fleeing
4179,25,Male,white,2017-02-10,Vassalboro,ME,No known charges,Vehicle,vehicle,not fleeing
3452,32,Male,white,2017-10-16,Simpsonville,SC,No known charges,Allegedly Armed,gun,not fleeing
3479,47,Male,white,2017-10-06,Perryopolis,PA,No known charges,Allegedly Armed,gun,not fleeing
3477,51,Male,white,2017-10-06,Golden,CO,No known charges,Allegedly Armed,gun,car
4139,27,Male,white,2017-02-20,St. Joseph,MO,No known charges,Vehicle,vehicle,not fleeing
4140,26,Male,white,2017-02-20,Brooksville,FL,No known charges,Allegedly Armed,knife,not fleeing
4142,33,Male,white,2017-02-19,Bull Shoals,AR,No known charges,Allegedly Armed,gun,not fleeing
3473,25,Male,white,2017-10-07,Charleston,WV,No known charges,Allegedly Armed,gun,car
4148,32,Male,white,2017-02-17,Oakland,CA,No known charges,Allegedly Armed,gun,not fleeing
4150,33,Male,white,2017-02-17,Cerritos,CA,No known charges,Allegedly Armed,gun,not fleeing
4151,30,Male,white,2017-02-17,Grand Prairie,TX,No known charges,Unarmed,no object,not fleeing
4152,34,Male,white,2017-02-17,Tulsa,OK,No known charges,Allegedly Armed,knife,not fleeing
3465,46,Male,white,2017-10-08,Lakeside,AZ,No known charges,Allegedly Armed,gun,not fleeing
3464,36,Female,white,2017-10-08,Springfield,AR,No known charges,Unarmed,no object,not fleeing
4155,22,Male,white,2017-02-16,Douglas City,CA,No known charges,Allegedly Armed,gun,not fleeing
4177,45,Male,white,2017-02-10,Bethany,OK,No known charges,Allegedly Armed,gun,not fleeing
3461,61,Male,white,2017-10-11,Biloxi,MS,No known charges,Vehicle,vehicle,car
4160,64,Male,white,2017-02-14,Shelbyville,IN,No known charges,Allegedly Armed,gun,not fleeing
4161,53,Male,white,2017-02-14,Columbus,OH,No known charges,Allegedly Armed,knife,not fleeing
4162,35,Male,white,2017-02-14,Vincennes,IN,No known charges,Allegedly Armed,gun,other
3458,29,Male,white,2017-10-12,Flagstaff,AZ,No known charges,Allegedly Armed,gun,not fleeing
4164,53,Male,white,2017-02-13,Topock,AZ,No known charges,Allegedly Armed,gun,not fleeing
4165,32,Male,white,2017-02-13,Knoxville,TN,No known charges,Vehicle,vehicle,car
3457,25,Male,white,2017-10-13,Olivehurst,CA,No known charges,Unclear,undetermined,not fleeing
3455,57,Male,white,2017-10-14,Monticello,KY,No known charges,Allegedly Armed,gun,not fleeing
4169,37,Male,white,2017-02-11,Greenville,SC,No known charges,Allegedly Armed,gun,not fleeing
3454,,Male,white,2017-10-14,San Marcos,CA,No known charges,Unarmed,no object,not fleeing
4172,32,Male,white,2017-02-11,Louisville,KY,No known charges,Unclear,metal stick,not fleeing
4173,55,Female,white,2017-02-10,Chicago,IL,No known charges,Allegedly Armed,knife,not fleeing
4175,25,Male,white,2017-02-10,Vancouver,WA,No known charges,Allegedly Armed,knife,foot
4158,33,Male,white,2017-02-15,Cape Girardeau,MO,No known charges,Allegedly Armed,knife,not fleeing
5002,26,Male,white,2016-05-09,Chicago,IL,No known charges,Allegedly Armed,gun,foot
5003,23,Male,white,2016-05-09,Biloxi,MS,No known charges,Unarmed,no object,not fleeing
5004,29,Male,white,2016-05-09,Nacogdoches,TX,No known charges,Allegedly Armed,gun,other
5826,59,Male,white,2015-08-08,Gastonia,NC,No known charges,Allegedly Armed,gun,not fleeing
5828,46,Male,white,2015-08-08,Spokane,WA,No known charges,Allegedly Armed,gun,not fleeing
2256,61,Male,white,2018-11-05,Glen Burnie,MD,No known charges,Allegedly Armed,gun,not fleeing
5830,30,Male,white,2015-08-07,Fresno,CA,No known charges,Unarmed,toy weapon,not fleeing
5831,26,Male,white,2015-08-07,Hartford,CT,No known charges,Unarmed,no object,
2254,72,Male,white,2018-11-05,Port Charlotte,FL,No known charges,Allegedly Armed,gun,not fleeing
5833,53,Male,white,2015-08-07,Superior,MT,No known charges,Vehicle,vehicle,car
2248,61,Male,white,2018-11-09,Shakopee,MN,No known charges,Allegedly Armed,gun,not fleeing
2247,33,Male,white,2018-11-09,Ogden,UT,No known charges,Unclear,rock,car
2246,30,Male,white,2018-11-09,Salt Lake City,UT,No known charges,Unclear,undetermined,not fleeing
2242,52,Male,white,2018-11-11,Wagoner,OK,No known charges,Unarmed,no object,not fleeing
2241,63,Male,white,2018-11-12,Fresno,CA,No known charges,Allegedly Armed,knife,not fleeing
2240,39,Male,white,2018-11-12,Mantoloking,NJ,No known charges,Allegedly Armed,knife,not fleeing
5843,40,Male,white,2015-08-05,Tacoma,WA,No known charges,Allegedly Armed,gun,not fleeing
5844,51,Male,white,2015-08-05,Greenfield,WI,No known charges,Allegedly Armed,knife,not fleeing
5846,18,Male,white,2015-08-05,Louisville,KY,No known charges,Allegedly Armed,knife,not fleeing
2233,29,Male,white,2018-11-14,Spartanburg,SC,No known charges,Allegedly Armed,knife,not fleeing
5849,71,Male,white,2015-08-03,Powhatan,VA,No known charges,Allegedly Armed,gun,not fleeing
5850,18,Male,white,2015-08-03,Palmyra,PA,No known charges,Allegedly Armed,gun,foot
5852,35,Male,white,2015-08-03,Muncie,IN,No known charges,Unarmed,toy weapon,not fleeing
5853,63,Male,white,2015-08-02,Houston,TX,No known charges,Vehicle,vehicle,not fleeing
2230,59,Male,white,2018-11-14,Auburn,MA,No known charges,Allegedly Armed,gun,not fleeing
5855,48,Male,white,2015-08-01,Dallas,TX,No known charges,Unarmed,no object,
5857,34,Male,white,2015-07-31,Roswell,NM,No known charges,Allegedly Armed,gun,not fleeing
2226,48,Male,white,2018-11-15,Oroville,CA,No known charges,Unclear,metal pipe,car
5860,48,Male,white,2015-07-30,Gardnerville,NV,No known charges,Allegedly Armed,gun,not fleeing
5861,25,Male,white,2015-07-30,Mt. Shasta,CA,No known charges,Allegedly Armed,gun,car
2257,37,Male,white,2018-11-05,Newport,TN,No known charges,Allegedly Armed,gun,not fleeing
5824,41,Male,white,2015-08-09,Ardmore,OK,No known charges,Allegedly Armed,gun,not fleeing
2258,19,Male,white,2018-11-04,Golden,CO,No known charges,Vehicle,vehicle,car
5821,24,Male,white,2015-08-10,Gilbert,AZ,No known charges,Vehicle,vehicle,not fleeing
5787,31,Male,white,2015-08-22,Cohasset,MN,No known charges,Allegedly Armed,gun,not fleeing
5788,38,Male,white,2015-08-22,New Albany,MS,No known charges,Vehicle,vehicle ,
5789,57,Male,white,2015-08-21,Scottsdale,AZ,No known charges,Unarmed,no object,
5790,30,Male,white,2015-08-21,North East,MD,No known charges,Vehicle,vehicle,car
5791,57,Male,white,2015-08-21,Grapeview,WA,No known charges,Allegedly Armed,gun,not fleeing
5792,38,Male,white,2015-08-21,Wake Forest,NC,No known charges,Allegedly Armed,knife,not fleeing
5793,50,Male,white,2015-08-20,Tuscaloosa,AL,No known charges,Unarmed,no object,not fleeing
2288,26,Male,white,2018-10-22,Riverton,UT,No known charges,Allegedly Armed,knife,not fleeing
5795,19,Male,white,2015-08-20,Beverly,OH,No known charges,Allegedly Armed,gun,not fleeing
2287,61,Male,white,2018-10-22,Newport,TN,No known charges,Unclear,unknown weapon,not fleeing
5797,44,Male,white,2015-08-19,Waynesville,NC,No known charges,Allegedly Armed,gun,not fleeing
5799,29,Male,white,2015-08-19,Hunters,WA,No known charges,Allegedly Armed,gun,foot
2284,24,Male,white,2018-10-23,Martha Lake,WA,No known charges,Unclear,undetermined,car
2224,60,Male,white,2018-11-15,Demopolis,AL,No known charges,Allegedly Armed,gun,not fleeing
2283,27,Male,white,2018-10-23,Davenport,IA,No known charges,Unclear,undetermined,car
2282,37,Male,white,2018-10-23,Tulsa,OK,No known charges,Allegedly Armed,gun,not fleeing
2280,28,Male,white,2018-10-24,Sioux Falls,SD,No known charges,Unarmed,no object,
5805,43,Male,white,2015-08-15,Hanover,IN,No known charges,Unarmed,no object,not fleeing
5806,30,Male,white,2015-08-15,Carson City,NV,No known charges,Allegedly Armed,gun,not fleeing
2275,42,Female,white,2018-10-29,Barnesville,GA,No known charges,Unarmed,toy weapon,not fleeing
5809,53,Male,white,2015-08-14,Bolton,CT,No known charges,Allegedly Armed,box cutter,car
2272,34,Male,white,2018-10-29,South Lake Tahoe,CA,No known charges,Allegedly Armed,gun,car
2270,32,Male,white,2018-10-31,Port Orange,FL,No known charges,Allegedly Armed,gun,not fleeing
2266,25,Male,white,2018-11-02,Charleston,WV,No known charges,Allegedly Armed,knife,not fleeing
5815,49,Male,white,2015-08-12,Hobbs,NM,No known charges,Allegedly Armed,gun,car
5816,24,Male,white,2015-08-12,Odessa,TX,No known charges,Allegedly Armed,gun,not fleeing
5819,48,Male,white,2015-08-11,Waco,TX,No known charges,Allegedly Armed,knife,not fleeing
5820,34,Male,white,2015-08-11,Sandpoint,ID,No known charges,Allegedly Armed,gun,not fleeing
5802,47,Male,white,2015-08-16,Kerrville,TX,No known charges,Allegedly Armed,gun,not fleeing
2221,49,Female,white,2018-11-18,Missoula,MT,No known charges,Allegedly Armed,gun,not fleeing
2220,65,Male,white,2018-11-19,Indianapolis,IN,No known charges,Allegedly Armed,gun,not fleeing
2219,41,Male,white,2018-11-19,Meridian,ID,No known charges,Unclear,undetermined,car
2201,43,Male,white,2018-11-26,New Albany,MS,No known charges,Unarmed,no object,
2197,41,Male,white,2018-11-27,Virginia,MN,No known charges,Allegedly Armed,knife,
5903,27,Male,white,2015-07-17,Seattle,WA,No known charges,Allegedly Armed,knife,foot
2196,19,Male,white,2018-11-27,Centennial,CO,No known charges,Allegedly Armed,gun,car
5905,50,Male,white,2015-07-17,Needles,CA,No known charges,Allegedly Armed,gun,not fleeing
2193,35,Male,white,2018-11-28,Louisville,KY,No known charges,Allegedly Armed,gun,
5909,30,Male,white,2015-07-16,Kansas City,KS,No known charges,Allegedly Armed,gun,other
5911,29,Male,white,2015-07-16,Opp,AL,No known charges,Allegedly Armed,gun,foot
5914,43,Male,white,2015-07-15,Marion,MI,No known charges,Allegedly Armed,metal pipe,not fleeing
5915,76,Male,white,2015-07-14,Southington,OH,No known charges,Allegedly Armed,gun,not fleeing
5917,41,Male,white,2015-07-13,Los Angeles,CA,No known charges,Allegedly Armed,box cutter,not fleeing
5918,24,Male,white,2015-07-13,Dunsmuir,CA,No known charges,Allegedly Armed,gun,car
2185,37,Male,white,2018-11-29,Old Town,ME,No known charges,Unclear,undetermined,not fleeing
5900,22,Male,white,2015-07-18,Fort Collins,CO,No known charges,Allegedly Armed,knife,not fleeing
5921,24,Male,white,2015-07-12,River Forest,IL,No known charges,Allegedly Armed,gun,not fleeing
5925,27,Male,white,2015-07-12,Casper,WY,No known charges,Allegedly Armed,gun,not fleeing
2182,,Male,white,2018-12-01,Water Valley,MS,No known charges,Allegedly Armed,gun,not fleeing
5927,31,Male,white,2015-07-11,Olivehurst,CA,No known charges,Allegedly Armed,gun,not fleeing
5929,54,Male,white,2015-07-10,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing
5932,68,Male,white,2015-07-09,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot
5933,50,Male,white,2015-07-09,Parowan,UT,No known charges,Allegedly Armed,gun,not fleeing
2173,41,Male,white,2018-12-05,Martinez,CA,No known charges,Allegedly Armed,gun,foot
5935,17,Male,white,2015-07-09,Boulder Creek,CA,No known charges,Allegedly Armed,gun,not fleeing
5936,38,Male,white,2015-07-09,Los Angeles,CA,No known charges,Allegedly Armed,taser,other
5937,59,Male,white,2015-07-08,Beaverton,OR,No known charges,Allegedly Armed,gun,not fleeing
5939,62,Male,white,2015-07-08,Crumpler,NC,Charged,Vehicle,vehicle,car
5940,59,Male,white,2015-07-07,Dallas,TX,No known charges,Allegedly Armed,gun,not fleeing
2170,41,Male,white,2018-12-05,Philadelphia,PA,No known charges,Allegedly Armed,knife,not fleeing
5923,60,Male,white,2015-07-12,Austin,TX,No known charges,Allegedly Armed,gun,foot
5786,26,Male,white,2015-08-22,Wichita,KS,No known charges,Vehicle,vehicle,car
5899,30,Male,white,2015-07-18,Olive Branch,MS,No known charges,Unarmed,no object,
5897,46,Male,white,2015-07-18,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing
5866,53,Male,white,2015-07-29,Logan,UT,No known charges,Allegedly Armed,gun,not fleeing
5867,41,Male,white,2015-07-28,Manila,AR,No known charges,Allegedly Armed,knife,not fleeing
5868,23,Male,white,2015-07-28,Cleveland,TN,No known charges,Unarmed,no object,
5869,45,Male,white,2015-07-27,Houma,LA,No known charges,Unarmed,toy weapon,car
5870,22,Male,white,2015-07-27,Boulder,CO,No known charges,Allegedly Armed,knife,not fleeing
5871,56,Male,white,2015-07-27,Columbia,SC,No known charges,Allegedly Armed,knife,not fleeing
5872,19,Male,white,2015-07-26,Seneca,SC,No known charges,Vehicle,vehicle,other
2216,42,Male,white,2018-11-21,Harrison,MI,No known charges,Unclear,undetermined,not fleeing
2215,52,Male,white,2018-11-21,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing
5875,60,Male,white,2015-07-25,New Orleans,LA,No known charges,Unclear,blunt object,car
5877,50,Male,white,2015-07-25,Brinson,GA,No known charges,Allegedly Armed,gun,not fleeing
5878,44,Male,white,2015-07-24,Studio City,CA,No known charges,Allegedly Armed,gun,not fleeing
5879,30,Male,white,2015-07-24,Pinnacle,NC,No known charges,Allegedly Armed,knife,not fleeing
5898,65,Male,white,2015-07-18,Colby,KS,No known charges,Allegedly Armed,gun,not fleeing
5880,47,Male,white,2015-07-23,Douglas,WY,No known charges,Unarmed,toy weapon,not fleeing
5882,44,Female,white,2015-07-23,Meadow Vista,CA,No known charges,Allegedly Armed,gun,not fleeing
5883,31,Male,white,2015-07-23,Plymouth,MN,No known charges,Unarmed,no object,not fleeing
2213,22,Male,white,2018-11-21,Stillwater,MN,No known charges,Allegedly Armed,knife,not fleeing
2211,24,Female,white,2018-11-21,Talladega,AL,No known charges,Unclear,undetermined,not fleeing
2209,20,Male,white,2018-11-22,Palmer,AK,No known charges,Allegedly Armed,machete,foot
2208,59,Male,white,2018-11-22,Crested Butte,CO,No known charges,Allegedly Armed,gun,not fleeing
5888,24,Male,white,2015-07-21,Oakland Park,FL,No known charges,Allegedly Armed,gun,car
5889,47,Male,white,2015-07-21,NE White,GA,No known charges,Unarmed,no object,not fleeing
5890,35,Male,white,2015-07-21,Jesup,GA,No known charges,Allegedly Armed,gun,not fleeing
2204,46,Male,white,2018-11-23,Central City,KY,No known charges,Allegedly Armed,gun,not fleeing
5892,35,Male,white,2015-07-20,Winnie,TX,No known charges,Allegedly Armed,gun,other
5894,54,Male,white,2015-07-20,Choctaw,OK,No known charges,Allegedly Armed,gun,
2202,64,Male,white,2018-11-25,Clinton,UT,No known charges,Allegedly Armed,gun,not fleeing
5881,32,Male,white,2015-07-23,Myrtle Beach,SC,No known charges,Allegedly Armed,gun,not fleeing
2168,42,Male,white,2018-12-06,Pacheco,CA,No known charges,Allegedly Armed,gun,car
5785,64,Male,white,2015-08-22,King George,VA,No known charges,Allegedly Armed,knife,not fleeing
2291,35,Male,white,2018-10-20,Paris,TX,No known charges,Allegedly Armed,gun,not fleeing
5677,45,Male,white,2015-09-25,Wilhoit,AZ,No known charges,Allegedly Armed,gun,not fleeing
2371,35,Male,white,2018-09-23,Harrison,TN,No known charges,Unarmed,no object,
5679,21,Male,white,2015-09-25,Akron,OH,No known charges,Unarmed,no object,other
5680,17,Male,white,2015-09-24,Fountain,CO,No known charges,Allegedly Armed,gun,not fleeing
2368,29,Male,white,2018-09-24,Williamsburg,KY,No known charges,Allegedly Armed,box cutter,not fleeing
5684,45,Male,white,2015-09-23,Troutdale,VA,No known charges,Allegedly Armed,gun,not fleeing
2367,20,Male,white,2018-09-24,Peoria,AZ,No known charges,Allegedly Armed,gun,not fleeing
5687,35,Male,white,2015-09-23,McKinney,TX,No known charges,Allegedly Armed,gun,not fleeing
5688,33,Male,white,2015-09-22,Niceville,FL,No known charges,Allegedly Armed,gun,not fleeing
5689,55,Male,white,2015-09-22,Anderson,CA,No known charges,Allegedly Armed,gun,not fleeing
5690,26,Male,white,2015-09-22,North Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing
2361,23,Male,white,2018-09-27,Hammond,LA,No known charges,Unclear,undetermined,not fleeing
5693,26,Male,white,2015-09-21,Barberville,FL,No known charges,Allegedly Armed,gun,not fleeing
5694,21,Male,white,2015-09-21,Paris,TX,No known charges,Unarmed,no object,not fleeing
5695,23,Female,white,2015-09-21,Sand City,CA,No known charges,Allegedly Armed,gun,not fleeing
5696,27,Male,white,2015-09-21,Sand City,CA,No known charges,Allegedly Armed,gun,not fleeing
5698,56,Male,white,2015-09-20,Shelbyville,IN,No known charges,Allegedly Armed,gun,not fleeing
5699,23,Male,white,2015-09-20,Harrisonburg,VA,No known charges,Allegedly Armed,gun,not fleeing
5700,57,Male,white,2015-09-19,St. Stephens,AL,No known charges,Allegedly Armed,gun,not fleeing
5702,46,Male,white,2015-09-19,Slidell,LA,No known charges,Allegedly Armed,gun,car
5703,32,Male,white,2015-09-18,San Bernardino,CA,No known charges,Vehicle,vehicle,car
5704,47,Male,white,2015-09-18,Cumberland Furnace,TN,No known charges,Unclear,undetermined,not fleeing
5705,50,Male,white,2015-09-17,Beaverton,MI,No known charges,Allegedly Armed,gun,not fleeing
5706,61,Male,white,2015-09-17,Brodhead,KY,No known charges,Allegedly Armed,gun,not fleeing
5707,31,Male,white,2015-09-16,Lead,SD,No known charges,Allegedly Armed,gun,foot
2357,19,Male,white,2018-09-27,Enid,OK,No known charges,Allegedly Armed,gun,car
2356,24,Male,white,2018-09-28,Johns Island,SC,No known charges,Allegedly Armed,gun,not fleeing
2374,26,Male,white,2018-09-22,Henderson,NV,No known charges,Allegedly Armed,gun,foot
2375,55,Male,white,2018-09-20,Honolulu,HI,No known charges,Allegedly Armed,gun,not fleeing
2376,28,Male,white,2018-09-20,Longmont,CO,No known charges,Allegedly Armed,gun,
5673,43,Male,white,2015-09-27,Rossville,GA,No known charges,Allegedly Armed,gun,not fleeing
5635,46,Female,white,2015-10-14,Naples,FL,No known charges,Allegedly Armed,gun,car
2400,31,Male,white,2018-09-15,Ankeny,IA,No known charges,Allegedly Armed,gun,not fleeing
