,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
278,38,Male,white,2020-08-10,Robbins,NC,No known charges,Allegedly Armed,gun,foot
8307,43,Male,white,2013-04-23,Manchester,IL,No known charges,Allegedly Armed,gun,
277,32,Male,white,2020-08-10,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing
8309,54,Male,white,2013-04-23,Austin,TX,No known charges,Allegedly Armed,gun,
8314,19,Male,white,2013-04-22,Pleasantville,NJ,No known charges,Allegedly Armed,knife,
8316,57,Male,white,2013-04-22,Merritt Island,FL,No known charges,Allegedly Armed,gun,
273,50,Male,white,2020-08-11,Albuquerque,NM,No known charges,Allegedly Armed,gun,foot
268,28,Male,white,2020-08-14,Fort Lauderdale,FL,No known charges,Allegedly Armed,gun,
8320,22,Male,white,2013-04-20,Phoenix,AZ,No known charges,Allegedly Armed,table leg,
263,52,Male,white,2020-08-15,Ocala,FL,No known charges,Allegedly Armed,gun,
8322,33,Male,white,2013-04-20,Apache Junction,AZ,No known charges,Allegedly Armed,gun,
8323,25,Male,white,2013-04-20,Crystal Springs,MS,No known charges,Allegedly Armed,gun,
260,35,Male,white,2020-08-16,Theta,TN,No known charges,Vehicle,vehicle,other
8329,66,Male,white,2013-04-19,Menasha,WI,No known charges,Allegedly Armed,gun,
8330,47,Female,white,2013-04-18,Coal City,WV,No known charges,Allegedly Armed,gun,
8332,26,Male,white,2013-04-18,Watertown,MA,No known charges,Allegedly Armed,gun,
8333,50,Male,white,2013-04-18,Holland,PA,No known charges,Allegedly Armed,gun,
258,,Male,white,2020-08-16,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing
257,34,Male,white,2020-08-17,Avon Park,FL,No known charges,Allegedly Armed,gun,not fleeing
292,55,Male,white,2020-08-07,St. Petersburg,FL,No known charges,Unarmed,no object,not fleeing
8290,53,Female,white,2013-04-28,St. Petersburg,FL,No known charges,Allegedly Armed,gun,
298,36,Male,white,2020-08-04,Port Orchard,WA,No known charges,Unarmed,no object,
8284,59,Male,white,2013-04-30,Homerville,GA,No known charges,Unclear,undetermined,
8244,28,Male,white,2013-05-11,Stromsburg,NE,No known charges,Allegedly Armed,gun,
349,43,Male,white,2020-07-14,Grand Ledge,MI,No known charges,Allegedly Armed,knife,car
8248,21,Male,white,2013-05-10,Antioch,CA,No known charges,Vehicle,vehicle,
8250,38,Female,white,2013-05-10,Longview,TX,No known charges,Allegedly Armed,gun,
348,24,Male,white,2020-07-14,Morris Township,NJ,No known charges,Unarmed,toy weapon,not fleeing
347,22,Male,white,2020-07-15,Shepherdsville,KY,No known charges,Allegedly Armed,gun,
345,,Male,white,2020-07-16,North Fort Myers,FL,No known charges,Allegedly Armed,gun,not fleeing
8256,33,Male,white,2013-05-08,Bakersfield,CA,No known charges,Unclear,undetermined,
8257,29,Male,white,2013-05-08,Great Falls,MT,No known charges,Allegedly Armed,gun,
344,,Male,white,2020-07-16,Shoreline,WA,No known charges,Allegedly Armed,knife,foot
343,33,Male,white,2020-07-16,Benjamin,TX,No known charges,Allegedly Armed,gun,not fleeing
335,37,Male,white,2020-07-22,Waukesha,WI,No known charges,Allegedly Armed,unknown weapon,
333,30,Male,white,2020-07-22,Oklahoma City,OK,No known charges,Allegedly Armed,gun,not fleeing
8337,60,Male,white,2013-04-17,San Francisco,CA,No known charges,Allegedly Armed,hammer,
331,51,Male,white,2020-07-23,Eureka,CA,No known charges,Allegedly Armed,gun,not fleeing
326,49,Male,white,2020-07-25,The Village,OK,No known charges,Allegedly Armed,baseball bat,
325,35,Male,white,2020-07-25,Salt Lake City,UT,No known charges,Allegedly Armed,knife,not fleeing
8269,27,Male,white,2013-05-03,Warren,OR,No known charges,Allegedly Armed,gun,
8270,35,Male,white,2013-05-02,Pawtucket,RI,No known charges,Allegedly Armed,gun,
322,47,Male,white,2020-07-28,North Port,FL,No known charges,Allegedly Armed,gun,not fleeing
309,73,Male,white,2020-08-01,Stanley,ID,No known charges,Allegedly Armed,gun,not fleeing
308,56,Male,white,2020-08-01,Homestead,FL,No known charges,Allegedly Armed,gun,not fleeing
307,63,Female,white,2020-08-02,Sarasota,FL,No known charges,Allegedly Armed,knife,not fleeing
305,38,Male,white,2020-08-03,Mooresville,NC,No known charges,Allegedly Armed,gun,
8278,54,Male,white,2013-05-01,San Leon,TX,No known charges,Unclear,scissors,
303,44,Male,white,2020-08-04,Warren,OH,No known charges,Allegedly Armed,gun,not fleeing
8281,28,Male,white,2013-04-30,Vernal,UT,No known charges,Unarmed,no object,
8282,41,Male,white,2013-04-30,Jacksonville,FL,No known charges,Unarmed,toy weapon,
8265,30,Male,white,2013-05-04,Stringtown,OK,No known charges,Vehicle,vehicle,
256,35,Male,white,2020-08-17,Barstow,CA,No known charges,Allegedly Armed,pepper spray,not fleeing
8341,21,Male,white,2013-04-13,Bear Valley Springs,CA,No known charges,Allegedly Armed,knife,
8343,52,Male,white,2013-04-12,Alpharetta,GA,No known charges,Allegedly Armed,gun,
8400,28,Male,white,2013-03-21,Hebbronville,TX,No known charges,Allegedly Armed,gun,
8401,27,Male,white,2013-03-21,Maryville,TN,No known charges,Allegedly Armed,gun,
220,26,Male,white,2020-08-30,Clovis,CA,No known charges,Unarmed,toy weapon,not fleeing
215,50,Male,white,2020-09-01,Sacramento,CA,No known charges,Allegedly Armed,gun,foot
213,53,Male,white,2020-09-03,Bettendorf,IA,No known charges,Allegedly Armed,knife,not fleeing
212,48,Male,white,2020-09-03,Lacey,WA,No known charges,Allegedly Armed,gun,not fleeing
210,38,Male,white,2020-09-04,Lucerne Valley,CA,No known charges,Allegedly Armed,gun,not fleeing
8412,46,Male,white,2013-03-17,Phoenix,AZ,No known charges,Allegedly Armed,gun,
207,22,Male,white,2020-09-05,Battle Creek,MI,No known charges,Vehicle,vehicle,car
204,40,Male,white,2020-09-06,Summerlin,NV,No known charges,Allegedly Armed,knife,not fleeing
202,51,Male,white,2020-09-07,Altoona,IA,No known charges,Allegedly Armed,gun,
8417,45,Male,white,2013-03-15,Roswell,GA,No known charges,Allegedly Armed,gun,
8419,41,Male,white,2013-03-15,Santa Ana,CA,No known charges,Allegedly Armed,gun,
8399,28,Male,white,2013-03-21,Decatur,TX,No known charges,Allegedly Armed,gun,
200,47,Male,white,2020-09-09,Paducah,KY,No known charges,Allegedly Armed,gun,car
8423,30,Male,white,2013-03-14,Chubbuck,ID,No known charges,Allegedly Armed,gun,
8424,64,Male,white,2013-03-14,Herkimer,NY,No known charges,Allegedly Armed,gun,
194,,Male,white,2020-09-10,Mountain Home,NC,No known charges,Allegedly Armed,gun,not fleeing
8428,53,Male,white,2013-03-13,Bloomington,IL,No known charges,Allegedly Armed,gun,
188,27,Male,white,2020-09-15,Bountiful,UT,No known charges,Allegedly Armed,gun,not fleeing
8432,58,Male,white,2013-03-12,Willimantic,CT,No known charges,Allegedly Armed,knife,
186,,Male,white,2020-09-16,Denver,CO,No known charges,Allegedly Armed,gun,not fleeing
183,41,Male,white,2020-09-18,West Odessa,TX,No known charges,Unclear,undetermined,
8436,28,Male,white,2013-03-10,North Liberty,IA,No known charges,Allegedly Armed,gun,
182,46,Male,white,2020-09-18,Lakewood,CO,No known charges,Allegedly Armed,gun,
8438,42,Male,white,2013-03-10,Middlefield,OH,No known charges,Allegedly Armed,gun,
181,45,Male,white,2020-09-18,West Des Moines,IA,No known charges,Unclear,undetermined,not fleeing
180,22,Male,white,2020-09-18,Midvale,UT,No known charges,Allegedly Armed,gun,
197,48,Male,white,2020-09-10,Fayetteville,NC,No known charges,Allegedly Armed,gun,
8240,38,Male,white,2013-05-13,Buford,GA,No known charges,Vehicle,vehicle,
8398,20,Male,white,2013-03-21,Huntington Beach,CA,No known charges,Unarmed,toy weapon,
8393,36,Male,white,2013-03-23,Enid,OK,No known charges,Allegedly Armed,gun,
8346,25,Male,white,2013-04-11,Red Bluff,CA,No known charges,Allegedly Armed,knife,
8347,41,Male,white,2013-04-10,Christiansburg,VA,No known charges,Allegedly Armed,gun,
8348,55,Male,white,2013-04-10,Suwanee,GA,No known charges,Allegedly Armed,gun,
8349,39,Male,white,2013-04-10,Celina,OH,No known charges,Allegedly Armed,gun,
8350,47,Male,white,2013-04-10,Memphis,TN,No known charges,Unarmed,no object,
8351,45,Male,white,2013-04-10,Raleigh,NC,No known charges,Unarmed,no object,
8353,20,Female,white,2013-04-09,Oklahoma City,OK,No known charges,Unclear,undetermined,
8354,23,Male,white,2013-04-09,Oklahoma City,OK,No known charges,Unclear,undetermined,
252,,Male,white,2020-08-18,Bay City,TX,No known charges,Allegedly Armed,gun,foot
8356,31,Female,white,2013-04-08,Richardson,TX,No known charges,Vehicle,vehicle,
247,60,Male,white,2020-08-19,Chickamauga,GA,No known charges,Allegedly Armed,gun,
8362,41,Male,white,2013-04-06,Crowley,LA,No known charges,Allegedly Armed,gun,
245,35,Male,white,2020-08-20,Amity,MO,No known charges,Allegedly Armed,gun,car
8394,49,Male,white,2013-03-22,Castro Valley,CA,No known charges,Unarmed,toy weapon,
244,43,Male,white,2020-08-20,Driftwood,TX,No known charges,Allegedly Armed,gun,car
243,37,Male,white,2020-08-20,Cabot,AR,No known charges,Allegedly Armed,gun,
8373,44,Male,white,2013-03-31,The Woodlands,TX,No known charges,Vehicle,vehicle,
8374,35,Male,white,2013-03-31,Raleigh,NC,No known charges,Unclear,undetermined,
8375,60,Female,white,2013-03-31,Tarboro,NC,No known charges,Unclear,undetermined,
240,42,Male,white,2020-08-21,Nipomo,CA,No known charges,Allegedly Armed,gun,not fleeing
231,41,Male,white,2020-08-25,Gray,KY,No known charges,Allegedly Armed,gun,not fleeing
8379,21,Male,white,2013-03-29,Kansas City,MO,No known charges,Allegedly Armed,gun,
8380,49,Male,white,2013-03-29,Willard,UT,No known charges,Unclear,undetermined,
8381,51,Male,white,2013-03-29,Walpole,NH,No known charges,Allegedly Armed,gun,
8382,49,Male,white,2013-03-28,Hoquiam,WA,No known charges,Allegedly Armed,gun,
8387,20,Male,white,2013-03-26,Coshocton,OH,No known charges,Unclear,undetermined,
226,38,Male,white,2020-08-27,Salt Lake City,UT,No known charges,Allegedly Armed,gun,foot
8390,35,Male,white,2013-03-25,Carlsbad,NM,No known charges,Allegedly Armed,gun,
8368,41,Male,white,2013-04-02,Bryant,AR,No known charges,Allegedly Armed,gun,
1154,66,Male,white,2019-11-07,Conyers,GA,No known charges,Allegedly Armed,gun,not fleeing
7860,40,Male,white,2013-09-02,New Britain,CT,No known charges,Unarmed,no object,
681,31,Male,white,2020-04-07,El Mirage,AZ,No known charges,Allegedly Armed,knife,not fleeing
7405,57,Male,white,2014-02-25,Mesa,AZ,No known charges,Unclear,undetermined,
7406,70,Male,white,2014-02-25,Clover,SC,No known charges,Unarmed,cane,
1028,44,Male,white,2019-12-20,Lynn,IN,No known charges,Allegedly Armed,gun,not fleeing
1026,26,Male,white,2019-12-21,Carrollton,GA,No known charges,Unclear,shovel,foot
1025,57,Male,white,2019-12-21,Evansville,IN,No known charges,Allegedly Armed,gun,not fleeing
1024,40,Male,white,2019-12-21,Huntington,UT,No known charges,Allegedly Armed,gun,car
7413,37,Male,white,2014-02-18,Kilgore,TX,No known charges,Allegedly Armed,gun,
1023,57,Male,white,2019-12-21,Ithaca,NY,No known charges,Allegedly Armed,knife,not fleeing
7416,44,Male,white,2014-02-17,Hammond,IN,No known charges,Allegedly Armed,knife,
7417,34,Male,white,2014-02-16,Mukilteo,WA,No known charges,Allegedly Armed,gun,
1018,24,Male,white,2019-12-23,Bryant,AR,No known charges,Allegedly Armed,gun,not fleeing
1015,65,Male,white,2019-12-24,Deltona,FL,No known charges,Allegedly Armed,gun,not fleeing
7422,18,Male,white,2014-02-15,Hamilton,OH,No known charges,Allegedly Armed,gun,
1013,59,Female,white,2019-12-25,Ocala,FL,No known charges,Allegedly Armed,gun,not fleeing
7424,45,Male,white,2014-02-15,Auburn,NY,No known charges,Allegedly Armed,cleaver,
7426,17,Male,white,2014-02-14,Euharlee,GA,No known charges,Unarmed,game controller,
7428,48,Male,white,2014-02-13,Centralia,WA,No known charges,Allegedly Armed,knife,
1008,42,Male,white,2019-12-27,South Ogden,UT,No known charges,Unclear,undetermined,car
1007,43,Male,white,2019-12-27,Newport News,VA,No known charges,Allegedly Armed,Taser,not fleeing
7431,32,Male,white,2014-02-12,Menomonie,WI,No known charges,Unarmed,no object,
7432,23,Male,white,2014-02-11,Spokane Valley,WA,No known charges,Allegedly Armed,unknown weapon,
7433,52,Female,white,2014-02-11,Nashville,TN,No known charges,Allegedly Armed,gun,
1006,,Male,white,2019-12-27,Linthicum Heights,MD,No known charges,Allegedly Armed,gun,not fleeing
1004,34,Male,white,2019-12-28,Clearlake Oaks,CA,No known charges,Allegedly Armed,knife,foot
1003,52,Male,white,2019-12-28,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing
1002,31,Male,white,2019-12-28,Elizabethton,TN,No known charges,Unclear,unknown weapon,not fleeing
1001,31,Male,white,2019-12-28,Lancaster,OH,No known charges,Allegedly Armed,knife,not fleeing
7403,42,Female,white,2014-02-26,Dallas,TX,No known charges,Unarmed,no object,
7402,62,Male,white,2014-02-26,San Diego,CA,No known charges,Allegedly Armed,gun,
7401,33,Male,white,2014-02-26,Danville,IL,No known charges,Allegedly Armed,gun,
1029,38,Male,white,2019-12-19,Carthage,TN,No known charges,Allegedly Armed,knife,
7363,35,Male,white,2014-03-10,Rochester,NH,No known charges,Unarmed,no object,
1058,43,Male,white,2019-12-12,Renton,WA,No known charges,Unarmed,toy weapon,not fleeing
1056,30,Male,white,2019-12-12,New Cordell,OK,No known charges,Allegedly Armed,knife,car
7368,52,Male,white,2014-03-09,Wasilla,AK,No known charges,Vehicle,vehicle ,
1051,42,Male,white,2019-12-14,Tucson,AZ,No known charges,Allegedly Armed,gun,not fleeing
7372,48,Female,white,2014-03-07,Fresno,CA,No known charges,Allegedly Armed,knife,
7373,34,Female,white,2014-03-07,Norristown,PA,No known charges,Unarmed,no object,
1045,23,Male,white,2019-12-15,Milwaukee,WI,No known charges,Allegedly Armed,gun,car
7376,47,Male,white,2014-03-06,Hamilton,MT,No known charges,Allegedly Armed,gun,
1910,28,Male,white,2019-02-23,Carrollton,TX,No known charges,Allegedly Armed,gun,car
7378,55,Male,white,2014-03-06,Knoxville,TN,No known charges,Allegedly Armed,gun,
1043,28,Male,white,2019-12-16,San Bernardino,CA,No known charges,Unclear,undetermined,car
7380,27,Male,white,2014-03-05,Indianapolis,IN,No known charges,Allegedly Armed,gun,
7441,42,Male,white,2014-02-07,Kalamazoo,MI,No known charges,Allegedly Armed,gun,
1041,31,Male,white,2019-12-17,Wilmington,NC,No known charges,Allegedly Armed,gun,not fleeing
1038,27,Male,white,2019-12-17,Fort Walton Beach,FL,No known charges,Allegedly Armed,gun,car
7385,44,Male,white,2014-03-04,Clawson,MI,No known charges,Allegedly Armed,gun,
7386,24,Female,white,2014-03-04,Duncan,SC,No known charges,Vehicle,vehicle ,
1037,41,Male,white,2019-12-17,Great Falls,MT,No known charges,Allegedly Armed,gun,foot
7388,28,Male,white,2014-03-03,Gainesville,FL,No known charges,Allegedly Armed,hatchet,
7389,28,Male,white,2014-03-03,Phoenix,AZ,No known charges,Allegedly Armed,gun,
7391,30,Male,white,2014-03-02,Lafayette,LA,No known charges,Unarmed,no object,
1033,38,Male,white,2019-12-19,Umatilla,FL,No known charges,Unclear,undetermined,
7393,41,Male,white,2014-03-02,Antelope,CA,No known charges,Allegedly Armed,gun,
7394,21,Male,white,2014-03-01,O'Fallon,MO,No known charges,Allegedly Armed,gun,
7395,51,Male,white,2014-02-28,Melbourne,FL,No known charges,Allegedly Armed,gun,
1032,47,Male,white,2019-12-19,Lakewood,CO,No known charges,Unclear,unknown weapon,not fleeing
1031,29,Male,white,2019-12-19,Davis,CA,No known charges,Allegedly Armed,knife,not fleeing
7383,50,Male,white,2014-03-05,Bourbon,MO,No known charges,Unarmed,no object,
7362,23,Male,white,2014-03-10,Oberlin,KS,No known charges,Allegedly Armed,gun,
7442,49,Male,white,2014-02-07,Brookshire,TX,No known charges,Allegedly Armed,gun,
7444,36,Female,white,2014-02-07,Eden Prairie,MN,No known charges,Allegedly Armed,knife,
7492,41,Male,white,2014-01-19,Greensburg,PA,No known charges,Allegedly Armed,knife,
7493,23,Male,white,2014-01-18,Fairfield,OH,No known charges,Unarmed,no object,
958,34,Male,white,2020-01-09,Semmes,AL,No known charges,Allegedly Armed,hammer,not fleeing
957,30,Male,white,2020-01-09,Bismarck,ND,No known charges,Allegedly Armed,gun,not fleeing
7498,5,Female,white,2014-01-16,Spanish Fork,UT,No known charges,Unarmed,no object,
7499,32,Female,white,2014-01-16,Spanish Fork,UT,No known charges,Unarmed,no object,
7500,55,Female,white,2014-01-16,Spanish Fork,UT,No known charges,Unarmed,no object,
7501,7,Male,white,2014-01-16,Spanish Fork,UT,No known charges,Unarmed,no object,
7502,75,Male,white,2014-01-15,Houghton Lake,MI,No known charges,Allegedly Armed,gun,
7503,22,Male,white,2014-01-15,Elkhart,IN,No known charges,Allegedly Armed,gun,
7504,34,Male,white,2014-01-14,Denver,CO,No known charges,Unclear,undetermined,
950,52,Male,white,2020-01-11,Wheat Ridge,CO,No known charges,Allegedly Armed,gun,not fleeing
948,43,Male,white,2020-01-11,New Castle,CO,No known charges,Allegedly Armed,unknown weapon,car
7508,68,Male,white,2014-01-14,Ludington,MI,No known charges,Allegedly Armed,gun,
946,47,Male,white,2020-01-12,Carthage,MO,No known charges,Allegedly Armed,gun,car
945,45,Male,white,2020-01-13,San Antonio,TX,No known charges,Vehicle,vehicle,not fleeing
7512,35,Male,white,2014-01-12,Scottsdale,AZ,No known charges,Allegedly Armed,gun,
941,31,Male,white,2020-01-15,Mulberry,FL,No known charges,Allegedly Armed,gun,not fleeing
7515,35,Male,white,2014-01-09,Jonesboro,AR,No known charges,Allegedly Armed,gun,
7517,,Male,white,2014-01-08,New Orleans,LA,No known charges,Allegedly Armed,gun,
7518,40,Male,white,2014-01-07,Moriarty,NM,No known charges,Allegedly Armed,gun,
7519,47,Male,white,2014-01-07,Leesburg,FL,No known charges,Allegedly Armed,gun,
7520,49,Male,white,2014-01-06,Anmoore,WV,No known charges,Vehicle,vehicle ,
7521,18,Male,white,2014-01-05,Boiling Spring Lakes,NC,Charged,Unclear,screw driver,
7522,30,Male,white,2014-01-05,Sarasota,FL,No known charges,Allegedly Armed,gun,
7523,23,Male,white,2014-01-04,Arvada,CO,No known charges,Vehicle,vehicle,
7525,30,Male,white,2014-01-04,Lawrenceville,GA,No known charges,Unarmed,no object,
7491,61,Female,white,2014-01-20,Interlachen,FL,No known charges,Allegedly Armed,gun,
7490,54,Male,white,2014-01-20,Indianapolis,IN,No known charges,Allegedly Armed,gun,
7489,36,Male,white,2014-01-20,Seattle,WA,No known charges,Unarmed,toy weapon,
7487,35,Male,white,2014-01-21,Dunlap,TN,No known charges,Allegedly Armed,gun,
7445,36,Male,white,2014-02-07,Eden Prairie,MN,No known charges,Allegedly Armed,gun,
7446,43,Male,white,2014-02-06,Glendale,AZ,No known charges,Allegedly Armed,gun,
998,29,Male,white,2019-12-29,Rapid City,SD,No known charges,Allegedly Armed,gun,not fleeing
995,27,Male,white,2019-12-30,Fulton,MO,No known charges,Vehicle,vehicle,car
993,51,Female,white,2019-12-30,Wichita,KS,No known charges,Vehicle,vehicle,car
991,49,Male,white,2019-12-31,Cross Lanes,WV,No known charges,Allegedly Armed,gun,foot
7456,28,Male,white,2014-02-01,Laughlin,NV,No known charges,Allegedly Armed,gun,
7457,21,Male,white,2014-02-01,Spanaway,WA,No known charges,Allegedly Armed,pepper spray,
986,28,Male,white,2019-12-31,Globe,AZ,No known charges,Allegedly Armed,knife,not fleeing
985,24,Male,white,2020-01-01,Warsaw,VA,No known charges,Allegedly Armed,gun,not fleeing
